pair_id,사건번호,품목,hs_code,규제국,중간국,수입국,reporter_code,periods,flow_code,isr_min,isr_best_lag,isr_risk,flow_type,partner_code,partner_country
248,51,합판,4412,말레이시아,베트남,대한민국,458,"202407,202408,202409,202410,202411,202412,202501,202502,202503",X,-0.7714285714285715,2,0.7714285714285715,regulated_to_intermediary,704,베트남
248,51,합판,4412,말레이시아,베트남,대한민국,458,"202407,202408,202409,202410,202411,202412,202501,202502,202503",X,-0.7714285714285715,2,0.7714285714285715,regulated_to_importer,410,대한민국
249,51,합판,4412,말레이시아,에스토니아,대한민국,458,"202407,202408,202409,202410,202411,202412,202501,202502,202503",X,-0.7714285714285715,3,0.7714285714285715,regulated_to_intermediary,233,에스토니아
249,51,합판,4412,말레이시아,에스토니아,대한민국,458,"202407,202408,202409,202410,202411,202412,202501,202502,202503",X,-0.7714285714285715,3,0.7714285714285715,regulated_to_importer,410,대한민국
250,52,합판,4412,베트남,중국,대한민국,704,"202407,202408,202409,202410,202411,202412,202501,202502,202503",X,-0.7714285714285715,2,0.7714285714285715,regulated_to_intermediary,156,중국
250,52,합판,4412,베트남,중국,대한민국,704,"202407,202408,202409,202410,202411,202412,202501,202502,202503",X,-0.7714285714285715,2,0.7714285714285715,regulated_to_importer,410,대한민국
251,54,OPP필름,392020,중국,네덜란드,대한민국,156,"202504,202505,202506,202507,202508,202509,202510,202511,202512",X,-0.7714285714285715,2,0.7714285714285715,regulated_to_intermediary,528,네덜란드
251,54,OPP필름,392020,중국,네덜란드,대한민국,156,"202504,202505,202506,202507,202508,202509,202510,202511,202512",X,-0.7714285714285715,2,0.7714285714285715,regulated_to_importer,410,대한민국
252,54,OPP필름,392020,태국,미국,대한민국,764,"202504,202505,202506,202507,202508,202509,202510,202511,202512",X,-0.7714285714285715,3,0.7714285714285715,regulated_to_intermediary,842,미국
252,54,OPP필름,392020,태국,미국,대한민국,764,"202504,202505,202506,202507,202508,202509,202510,202511,202512",X,-0.7714285714285715,3,0.7714285714285715,regulated_to_importer,410,대한민국
253,54,OPP필름,392020,태국,베트남,대한민국,764,"202504,202505,202506,202507,202508,202509,202510,202511,202512",X,-0.7714285714285715,3,0.7714285714285715,regulated_to_intermediary,704,베트남
253,54,OPP필름,392020,태국,베트남,대한민국,764,"202504,202505,202506,202507,202508,202509,202510,202511,202512",X,-0.7714285714285715,3,0.7714285714285715,regulated_to_importer,410,대한민국
254,54,OPP필름,392020,태국,인도네시아,대한민국,764,"202504,202505,202506,202507,202508,202509,202510,202511,202512",X,-0.7714285714285715,1,0.7714285714285715,regulated_to_intermediary,360,인도네시아
254,54,OPP필름,392020,태국,인도네시아,대한민국,764,"202504,202505,202506,202507,202508,202509,202510,202511,202512",X,-0.7714285714285715,1,0.7714285714285715,regulated_to_importer,410,대한민국
255,2,크라프트지(1차재심),4804,중국,남아프리카공화국,대한민국,156,"201204,201205,201206,201207,201208,201209,201210,201211,201212",X,-0.7589709258986453,3,0.7589709258986453,regulated_to_intermediary,710,남아프리카공화국
255,2,크라프트지(1차재심),4804,중국,남아프리카공화국,대한민국,156,"201204,201205,201206,201207,201208,201209,201210,201211,201212",X,-0.7589709258986453,3,0.7589709258986453,regulated_to_importer,410,대한민국
256,10,합판(1차재심),4412,말레이시아,벨기에,대한민국,458,"201409,201410,201411,201412,201501,201502,201503,201504,201505",X,-0.7589709258986453,2,0.7589709258986453,regulated_to_intermediary,56,벨기에
256,10,합판(1차재심),4412,말레이시아,벨기에,대한민국,458,"201409,201410,201411,201412,201501,201502,201503,201504,201505",X,-0.7589709258986453,2,0.7589709258986453,regulated_to_importer,410,대한민국
257,26,PET필름,392062,대만,이스라엘,대한민국,490,"201804,201805,201806,201807,201808,201809,201810,201811,201812",X,-0.7589709258986453,0,0.7589709258986453,regulated_to_intermediary,376,이스라엘
257,26,PET필름,392062,대만,이스라엘,대한민국,490,"201804,201805,201806,201807,201808,201809,201810,201811,201812",X,-0.7589709258986453,0,0.7589709258986453,regulated_to_importer,410,대한민국
258,29,초산에틸(3차재심),291531,중국,프랑스,대한민국,156,"201907,201908,201909,201910,201911,201912,202001,202002,202003",X,-0.7589709258986453,3,0.7589709258986453,regulated_to_intermediary,251,프랑스
258,29,초산에틸(3차재심),291531,중국,프랑스,대한민국,156,"201907,201908,201909,201910,201911,201912,202001,202002,202003",X,-0.7589709258986453,3,0.7589709258986453,regulated_to_importer,410,대한민국
259,32,PET필름(3차재심),392062,인도,싱가포르,대한민국,699,"201909,201910,201911,201912,202001,202002,202003,202004,202005",X,-0.7589709258986453,3,0.7589709258986453,regulated_to_intermediary,702,싱가포르
259,32,PET필름(3차재심),392062,인도,싱가포르,대한민국,699,"201909,201910,201911,201912,202001,202002,202003,202004,202005",X,-0.7589709258986453,3,0.7589709258986453,regulated_to_importer,410,대한민국
260,32,PET필름(3차재심),392062,중국,홍콩,대한민국,156,"201909,201910,201911,201912,202001,202002,202003,202004,202005",X,-0.7589709258986453,2,0.7589709258986453,regulated_to_intermediary,344,홍콩
260,32,PET필름(3차재심),392062,중국,홍콩,대한민국,156,"201909,201910,201911,201912,202001,202002,202003,202004,202005",X,-0.7589709258986453,2,0.7589709258986453,regulated_to_importer,410,대한민국
261,34,합판,4412,말레이시아,슬로바키아,대한민국,458,"202011,202012,202101,202102,202103,202104,202105,202106,202107",X,-0.7589709258986453,2,0.7589709258986453,regulated_to_intermediary,703,슬로바키아
261,34,합판,4412,말레이시아,슬로바키아,대한민국,458,"202011,202012,202101,202102,202103,202104,202105,202106,202107",X,-0.7589709258986453,2,0.7589709258986453,regulated_to_importer,410,대한민국
262,36,합판,4412,베트남,노르웨이,대한민국,704,"202011,202012,202101,202102,202103,202104,202105,202106,202107",X,-0.7589709258986453,2,0.7589709258986453,regulated_to_intermediary,579,노르웨이
262,36,합판,4412,베트남,노르웨이,대한민국,704,"202011,202012,202101,202102,202103,202104,202105,202106,202107",X,-0.7589709258986453,2,0.7589709258986453,regulated_to_importer,410,대한민국
263,48,도공(coated) 인쇄용지,4810,일본,스페인,대한민국,392,"202403,202404,202405,202406,202407,202408,202409,202410,202411",X,-0.7589709258986453,0,0.7589709258986453,regulated_to_intermediary,724,스페인
263,48,도공(coated) 인쇄용지,4810,일본,스페인,대한민국,392,"202403,202404,202405,202406,202407,202408,202409,202410,202411",X,-0.7589709258986453,0,0.7589709258986453,regulated_to_importer,410,대한민국
264,56,석유수지,391110,중국,프랑스,대한민국,156,"202508,202509,202510,202511,202512,202601,202602,202603,202604",X,-0.7589709258986453,2,0.7589709258986453,regulated_to_intermediary,251,프랑스
264,56,석유수지,391110,중국,프랑스,대한민국,156,"202508,202509,202510,202511,202512,202601,202602,202603,202604",X,-0.7589709258986453,2,0.7589709258986453,regulated_to_importer,410,대한민국
265,1,PET필름(1차재심),392062,인도,말레이시아,대한민국,699,"201205,201206,201207,201208,201209,201210,201211,201212,201301",X,-0.753702346348183,3,0.753702346348183,regulated_to_intermediary,458,말레이시아
265,1,PET필름(1차재심),392062,인도,말레이시아,대한민국,699,"201205,201206,201207,201208,201209,201210,201211,201212,201301",X,-0.753702346348183,3,0.753702346348183,regulated_to_importer,410,대한민국
266,2,크라프트지(1차재심),4804,캐나다,체코공화국,대한민국,124,"201204,201205,201206,201207,201208,201209,201210,201211,201212",X,-0.753702346348183,1,0.753702346348183,regulated_to_intermediary,203,체코공화국
266,2,크라프트지(1차재심),4804,캐나다,체코공화국,대한민국,124,"201204,201205,201206,201207,201208,201209,201210,201211,201212",X,-0.753702346348183,1,0.753702346348183,regulated_to_importer,410,대한민국
267,17,초산에틸(2차재심),291531,일본,남아프리카공화국,대한민국,392,"201511,201512,201601,201602,201603,201604,201605,201606,201607",X,-0.753702346348183,1,0.753702346348183,regulated_to_intermediary,710,남아프리카공화국
267,17,초산에틸(2차재심),291531,일본,남아프리카공화국,대한민국,392,"201511,201512,201601,201602,201603,201604,201605,201606,201607",X,-0.753702346348183,1,0.753702346348183,regulated_to_importer,410,대한민국
268,19,PET필름(2차재심),392062,인도,싱가포르,대한민국,699,"201601,201602,201603,201604,201605,201606,201607,201608,201609",X,-0.753702346348183,2,0.753702346348183,regulated_to_intermediary,702,싱가포르
268,19,PET필름(2차재심),392062,인도,싱가포르,대한민국,699,"201601,201602,201603,201604,201605,201606,201607,201608,201609",X,-0.753702346348183,2,0.753702346348183,regulated_to_importer,410,대한민국
269,26,PET필름,392062,대만,프랑스,대한민국,490,"201804,201805,201806,201807,201808,201809,201810,201811,201812",X,-0.753702346348183,3,0.753702346348183,regulated_to_intermediary,251,프랑스
269,26,PET필름,392062,대만,프랑스,대한민국,490,"201804,201805,201806,201807,201808,201809,201810,201811,201812",X,-0.753702346348183,3,0.753702346348183,regulated_to_importer,410,대한민국
270,29,초산에틸(3차재심),291531,일본,미국,대한민국,392,"201907,201908,201909,201910,201911,201912,202001,202002,202003",X,-0.753702346348183,3,0.753702346348183,regulated_to_intermediary,842,미국
270,29,초산에틸(3차재심),291531,일본,미국,대한민국,392,"201907,201908,201909,201910,201911,201912,202001,202002,202003",X,-0.753702346348183,3,0.753702346348183,regulated_to_importer,410,대한민국
271,46,수산화알루미늄,281830,호주,독일,대한민국,36,"202304,202305,202306,202307,202308,202309,202310,202311,202312",X,-0.753702346348183,1,0.753702346348183,regulated_to_intermediary,276,독일
271,46,수산화알루미늄,281830,호주,독일,대한민국,36,"202304,202305,202306,202307,202308,202309,202310,202311,202312",X,-0.753702346348183,1,0.753702346348183,regulated_to_importer,410,대한민국
272,54,OPP필름,392020,중국,프랑스,대한민국,156,"202504,202505,202506,202507,202508,202509,202510,202511,202512",X,-0.753702346348183,0,0.753702346348183,regulated_to_intermediary,251,프랑스
272,54,OPP필름,392020,중국,프랑스,대한민국,156,"202504,202505,202506,202507,202508,202509,202510,202511,202512",X,-0.753702346348183,0,0.753702346348183,regulated_to_importer,410,대한민국
273,3,폴리에스터 장섬유 부분연신사(1차재심),540246,대만,인도,대한민국,490,"201207,201208,201209,201210,201211,201212,201301,201302,201303",X,-0.750366479376867,1,0.750366479376867,regulated_to_intermediary,699,인도
273,3,폴리에스터 장섬유 부분연신사(1차재심),540246,대만,인도,대한민국,490,"201207,201208,201209,201210,201211,201212,201301,201302,201303",X,-0.750366479376867,1,0.750366479376867,regulated_to_importer,410,대한민국
274,19,PET필름(2차재심),392062,인도,벨기에,대한민국,699,"201601,201602,201603,201604,201605,201606,201607,201608,201609",X,-0.7356123579206245,1,0.7356123579206245,regulated_to_intermediary,56,벨기에
274,19,PET필름(2차재심),392062,인도,벨기에,대한민국,699,"201601,201602,201603,201604,201605,201606,201607,201608,201609",X,-0.7356123579206245,1,0.7356123579206245,regulated_to_importer,410,대한민국
275,6,스테인레스스틸바(2차재심),7222,스페인,미국,대한민국,724,"201311,201312,201401,201402,201403,201404,201405,201406,201407",X,-0.7247137945655605,0,0.7247137945655605,regulated_to_intermediary,842,미국
275,6,스테인레스스틸바(2차재심),7222,스페인,미국,대한민국,724,"201311,201312,201401,201402,201403,201404,201405,201406,201407",X,-0.7247137945655605,0,0.7247137945655605,regulated_to_importer,410,대한민국
276,6,스테인레스스틸바(2차재심),7222,스페인,싱가포르,대한민국,724,"201311,201312,201401,201402,201403,201404,201405,201406,201407",X,-0.7247137945655605,1,0.7247137945655605,regulated_to_intermediary,702,싱가포르
276,6,스테인레스스틸바(2차재심),7222,스페인,싱가포르,대한민국,724,"201311,201312,201401,201402,201403,201404,201405,201406,201407",X,-0.7247137945655605,1,0.7247137945655605,regulated_to_importer,410,대한민국
277,9,OPP필름,392020,태국,이탈리아,대한민국,764,"201312,201401,201402,201403,201404,201405,201406,201407,201408",X,-0.7247137945655605,0,0.7247137945655605,regulated_to_intermediary,380,이탈리아
277,9,OPP필름,392020,태국,이탈리아,대한민국,764,"201312,201401,201402,201403,201404,201405,201406,201407,201408",X,-0.7247137945655605,0,0.7247137945655605,regulated_to_importer,410,대한민국
278,37,스테인리스스틸바,7222,인도,네덜란드,대한민국,699,"202101,202102,202103,202104,202105,202106,202107,202108,202109",X,-0.7247137945655605,1,0.7247137945655605,regulated_to_intermediary,528,네덜란드
278,37,스테인리스스틸바,7222,인도,네덜란드,대한민국,699,"202101,202102,202103,202104,202105,202106,202107,202108,202109",X,-0.7247137945655605,1,0.7247137945655605,regulated_to_importer,410,대한민국
279,54,OPP필름,392020,중국,영국,대한민국,156,"202504,202505,202506,202507,202508,202509,202510,202511,202512",X,-0.7247137945655605,2,0.7247137945655605,regulated_to_intermediary,826,영국
279,54,OPP필름,392020,중국,영국,대한민국,156,"202504,202505,202506,202507,202508,202509,202510,202511,202512",X,-0.7247137945655605,2,0.7247137945655605,regulated_to_importer,410,대한민국
280,2,크라프트지(1차재심),4804,미국,태국,대한민국,842,"201204,201205,201206,201207,201208,201209,201210,201211,201212",X,-0.7142857142857143,0,0.7142857142857143,regulated_to_intermediary,764,태국
280,2,크라프트지(1차재심),4804,미국,태국,대한민국,842,"201204,201205,201206,201207,201208,201209,201210,201211,201212",X,-0.7142857142857143,0,0.7142857142857143,regulated_to_importer,410,대한민국
281,2,크라프트지(1차재심),4804,중국,호주,대한민국,156,"201204,201205,201206,201207,201208,201209,201210,201211,201212",X,-0.7142857142857143,0,0.7142857142857143,regulated_to_intermediary,36,호주
281,2,크라프트지(1차재심),4804,중국,호주,대한민국,156,"201204,201205,201206,201207,201208,201209,201210,201211,201212",X,-0.7142857142857143,0,0.7142857142857143,regulated_to_importer,410,대한민국
282,2,크라프트지(1차재심),4804,캐나다,뉴질랜드,대한민국,124,"201204,201205,201206,201207,201208,201209,201210,201211,201212",X,-0.7142857142857143,3,0.7142857142857143,regulated_to_intermediary,554,뉴질랜드
282,2,크라프트지(1차재심),4804,캐나다,뉴질랜드,대한민국,124,"201204,201205,201206,201207,201208,201209,201210,201211,201212",X,-0.7142857142857143,3,0.7142857142857143,regulated_to_importer,410,대한민국
283,8,폴리에스테르 장섬유 연신가공사(2차재심),5402,대만,캐나다,대한민국,490,"201312,201401,201402,201403,201404,201405,201406,201407,201408",X,-0.7142857142857143,3,0.7142857142857143,regulated_to_intermediary,124,캐나다
283,8,폴리에스테르 장섬유 연신가공사(2차재심),5402,대만,캐나다,대한민국,490,"201312,201401,201402,201403,201404,201405,201406,201407,201408",X,-0.7142857142857143,3,0.7142857142857143,regulated_to_importer,410,대한민국
284,8,폴리에스테르 장섬유 연신가공사(2차재심),5402,말레이시아,캐나다,대한민국,458,"201312,201401,201402,201403,201404,201405,201406,201407,201408",X,-0.7142857142857143,3,0.7142857142857143,regulated_to_intermediary,124,캐나다
284,8,폴리에스테르 장섬유 연신가공사(2차재심),5402,말레이시아,캐나다,대한민국,458,"201312,201401,201402,201403,201404,201405,201406,201407,201408",X,-0.7142857142857143,3,0.7142857142857143,regulated_to_importer,410,대한민국
285,9,OPP필름,392020,인도네시아,프랑스,대한민국,360,"201312,201401,201402,201403,201404,201405,201406,201407,201408",X,-0.7142857142857143,1,0.7142857142857143,regulated_to_intermediary,251,프랑스
285,9,OPP필름,392020,인도네시아,프랑스,대한민국,360,"201312,201401,201402,201403,201404,201405,201406,201407,201408",X,-0.7142857142857143,1,0.7142857142857143,regulated_to_importer,410,대한민국
286,9,OPP필름,392020,중국,영국,대한민국,156,"201312,201401,201402,201403,201404,201405,201406,201407,201408",X,-0.7142857142857143,0,0.7142857142857143,regulated_to_intermediary,826,영국
286,9,OPP필름,392020,중국,영국,대한민국,156,"201312,201401,201402,201403,201404,201405,201406,201407,201408",X,-0.7142857142857143,0,0.7142857142857143,regulated_to_importer,410,대한민국
287,9,OPP필름,392020,중국,인도,대한민국,156,"201312,201401,201402,201403,201404,201405,201406,201407,201408",X,-0.7142857142857143,2,0.7142857142857143,regulated_to_intermediary,699,인도
287,9,OPP필름,392020,중국,인도,대한민국,156,"201312,201401,201402,201403,201404,201405,201406,201407,201408",X,-0.7142857142857143,2,0.7142857142857143,regulated_to_importer,410,대한민국
288,10,합판(1차재심),4412,말레이시아,인도네시아,대한민국,458,"201409,201410,201411,201412,201501,201502,201503,201504,201505",X,-0.7142857142857143,1,0.7142857142857143,regulated_to_intermediary,360,인도네시아
288,10,합판(1차재심),4412,말레이시아,인도네시아,대한민국,458,"201409,201410,201411,201412,201501,201502,201503,201504,201505",X,-0.7142857142857143,1,0.7142857142857143,regulated_to_importer,410,대한민국
289,11,두꺼운 PET필름,392062,일본,아랍에미리트 연합,대한민국,392,"201412,201501,201502,201503,201504,201505,201506,201507,201508",X,-0.7142857142857143,2,0.7142857142857143,regulated_to_intermediary,784,아랍에미리트 연합
289,11,두꺼운 PET필름,392062,일본,아랍에미리트 연합,대한민국,392,"201412,201501,201502,201503,201504,201505,201506,201507,201508",X,-0.7142857142857143,2,0.7142857142857143,regulated_to_importer,410,대한민국
290,13,공기압 전송용 밸브,848120,일본,노르웨이,대한민국,392,"201508,201509,201510,201511,201512,201601,201602,201603,201604",X,-0.7142857142857143,3,0.7142857142857143,regulated_to_intermediary,579,노르웨이
290,13,공기압 전송용 밸브,848120,일본,노르웨이,대한민국,392,"201508,201509,201510,201511,201512,201601,201602,201603,201604",X,-0.7142857142857143,3,0.7142857142857143,regulated_to_importer,410,대한민국
291,13,공기압 전송용 밸브,848120,일본,독일,대한민국,392,"201508,201509,201510,201511,201512,201601,201602,201603,201604",X,-0.7142857142857143,1,0.7142857142857143,regulated_to_intermediary,276,독일
291,13,공기압 전송용 밸브,848120,일본,독일,대한민국,392,"201508,201509,201510,201511,201512,201601,201602,201603,201604",X,-0.7142857142857143,1,0.7142857142857143,regulated_to_importer,410,대한민국
292,13,공기압 전송용 밸브,848120,일본,벨기에,대한민국,392,"201508,201509,201510,201511,201512,201601,201602,201603,201604",X,-0.7142857142857143,1,0.7142857142857143,regulated_to_intermediary,56,벨기에
292,13,공기압 전송용 밸브,848120,일본,벨기에,대한민국,392,"201508,201509,201510,201511,201512,201601,201602,201603,201604",X,-0.7142857142857143,1,0.7142857142857143,regulated_to_importer,410,대한민국
293,13,공기압 전송용 밸브,848120,일본,스웨덴,대한민국,392,"201508,201509,201510,201511,201512,201601,201602,201603,201604",X,-0.7142857142857143,1,0.7142857142857143,regulated_to_intermediary,752,스웨덴
293,13,공기압 전송용 밸브,848120,일본,스웨덴,대한민국,392,"201508,201509,201510,201511,201512,201601,201602,201603,201604",X,-0.7142857142857143,1,0.7142857142857143,regulated_to_importer,410,대한민국
294,19,PET필름(2차재심),392062,인도,튀르키예,대한민국,699,"201601,201602,201603,201604,201605,201606,201607,201608,201609",X,-0.7142857142857143,2,0.7142857142857143,regulated_to_intermediary,792,튀르키예
294,19,PET필름(2차재심),392062,인도,튀르키예,대한민국,699,"201601,201602,201603,201604,201605,201606,201607,201608,201609",X,-0.7142857142857143,2,0.7142857142857143,regulated_to_importer,410,대한민국
295,20,침엽수 합판,441232,중국,라트비아,대한민국,156,"201603,201604,201605,201606,201607,201608,201609,201610,201611",X,-0.7142857142857143,1,0.7142857142857143,regulated_to_intermediary,428,라트비아
295,20,침엽수 합판,441232,중국,라트비아,대한민국,156,"201603,201604,201605,201606,201607,201608,201609,201610,201611",X,-0.7142857142857143,1,0.7142857142857143,regulated_to_importer,410,대한민국
296,22,합판(2차재심),4412,말레이시아,스웨덴,대한민국,458,"201705,201706,201707,201708,201709,201710,201711,201712,201801",X,-0.7142857142857143,1,0.7142857142857143,regulated_to_intermediary,752,스웨덴
296,22,합판(2차재심),4412,말레이시아,스웨덴,대한민국,458,"201705,201706,201707,201708,201709,201710,201711,201712,201801",X,-0.7142857142857143,1,0.7142857142857143,regulated_to_importer,410,대한민국
297,23,합판(1차재심),4412,중국,미국,대한민국,156,"201705,201706,201707,201708,201709,201710,201711,201712,201801",X,-0.7142857142857143,1,0.7142857142857143,regulated_to_intermediary,842,미국
297,23,합판(1차재심),4412,중국,미국,대한민국,156,"201705,201706,201707,201708,201709,201710,201711,201712,201801",X,-0.7142857142857143,1,0.7142857142857143,regulated_to_importer,410,대한민국
298,23,합판(1차재심),4412,중국,베트남,대한민국,156,"201705,201706,201707,201708,201709,201710,201711,201712,201801",X,-0.7142857142857143,1,0.7142857142857143,regulated_to_intermediary,704,베트남
298,23,합판(1차재심),4412,중국,베트남,대한민국,156,"201705,201706,201707,201708,201709,201710,201711,201712,201801",X,-0.7142857142857143,1,0.7142857142857143,regulated_to_importer,410,대한민국
299,26,PET필름,392062,태국,미국,대한민국,764,"201804,201805,201806,201807,201808,201809,201810,201811,201812",X,-0.7142857142857143,0,0.7142857142857143,regulated_to_intermediary,842,미국
299,26,PET필름,392062,태국,미국,대한민국,764,"201804,201805,201806,201807,201808,201809,201810,201811,201812",X,-0.7142857142857143,0,0.7142857142857143,regulated_to_importer,410,대한민국
300,26,PET필름,392062,태국,베트남,대한민국,764,"201804,201805,201806,201807,201808,201809,201810,201811,201812",X,-0.7142857142857143,3,0.7142857142857143,regulated_to_intermediary,704,베트남
300,26,PET필름,392062,태국,베트남,대한민국,764,"201804,201805,201806,201807,201808,201809,201810,201811,201812",X,-0.7142857142857143,3,0.7142857142857143,regulated_to_importer,410,대한민국
301,29,초산에틸(3차재심),291531,일본,독일,대한민국,392,"201907,201908,201909,201910,201911,201912,202001,202002,202003",X,-0.7142857142857143,2,0.7142857142857143,regulated_to_intermediary,276,독일
301,29,초산에틸(3차재심),291531,일본,독일,대한민국,392,"201907,201908,201909,201910,201911,201912,202001,202002,202003",X,-0.7142857142857143,2,0.7142857142857143,regulated_to_importer,410,대한민국
302,31,OPP필름(1차재심),392020,인도네시아,일본,대한민국,360,"201908,201909,201910,201911,201912,202001,202002,202003,202004",X,-0.7142857142857143,2,0.7142857142857143,regulated_to_intermediary,392,일본
302,31,OPP필름(1차재심),392020,인도네시아,일본,대한민국,360,"201908,201909,201910,201911,201912,202001,202002,202003,202004",X,-0.7142857142857143,2,0.7142857142857143,regulated_to_importer,410,대한민국
303,31,OPP필름(1차재심),392020,태국,영국,대한민국,764,"201908,201909,201910,201911,201912,202001,202002,202003,202004",X,-0.7142857142857143,2,0.7142857142857143,regulated_to_intermediary,826,영국
303,31,OPP필름(1차재심),392020,태국,영국,대한민국,764,"201908,201909,201910,201911,201912,202001,202002,202003,202004",X,-0.7142857142857143,2,0.7142857142857143,regulated_to_importer,410,대한민국
304,32,PET필름(3차재심),392062,인도,말레이시아,대한민국,699,"201909,201910,201911,201912,202001,202002,202003,202004,202005",X,-0.7142857142857143,2,0.7142857142857143,regulated_to_intermediary,458,말레이시아
304,32,PET필름(3차재심),392062,인도,말레이시아,대한민국,699,"201909,201910,201911,201912,202001,202002,202003,202004,202005",X,-0.7142857142857143,2,0.7142857142857143,regulated_to_importer,410,대한민국
305,32,PET필름(3차재심),392062,중국,대만,대한민국,156,"201909,201910,201911,201912,202001,202002,202003,202004,202005",X,-0.7142857142857143,1,0.7142857142857143,regulated_to_intermediary,158,대만
305,32,PET필름(3차재심),392062,중국,대만,대한민국,156,"201909,201910,201911,201912,202001,202002,202003,202004,202005",X,-0.7142857142857143,1,0.7142857142857143,regulated_to_importer,410,대한민국
306,32,PET필름(3차재심),392062,중국,바레인,대한민국,156,"201909,201910,201911,201912,202001,202002,202003,202004,202005",X,-0.7142857142857143,2,0.7142857142857143,regulated_to_intermediary,48,바레인
306,32,PET필름(3차재심),392062,중국,바레인,대한민국,156,"201909,201910,201911,201912,202001,202002,202003,202004,202005",X,-0.7142857142857143,2,0.7142857142857143,regulated_to_importer,410,대한민국
307,33,스테인리스 스틸바,7222,일본,독일,대한민국,392,"202005,202006,202007,202008,202009,202010,202011,202012,202101",X,-0.7142857142857143,3,0.7142857142857143,regulated_to_intermediary,276,독일
307,33,스테인리스 스틸바,7222,일본,독일,대한민국,392,"202005,202006,202007,202008,202009,202010,202011,202012,202101",X,-0.7142857142857143,3,0.7142857142857143,regulated_to_importer,410,대한민국
308,33,스테인리스 스틸바,7222,일본,이탈리아,대한민국,392,"202005,202006,202007,202008,202009,202010,202011,202012,202101",X,-0.7142857142857143,3,0.7142857142857143,regulated_to_intermediary,380,이탈리아
308,33,스테인리스 스틸바,7222,일본,이탈리아,대한민국,392,"202005,202006,202007,202008,202009,202010,202011,202012,202101",X,-0.7142857142857143,3,0.7142857142857143,regulated_to_importer,410,대한민국
309,34,합판,4412,말레이시아,에스토니아,대한민국,458,"202011,202012,202101,202102,202103,202104,202105,202106,202107",X,-0.7142857142857143,2,0.7142857142857143,regulated_to_intermediary,233,에스토니아
309,34,합판,4412,말레이시아,에스토니아,대한민국,458,"202011,202012,202101,202102,202103,202104,202105,202106,202107",X,-0.7142857142857143,2,0.7142857142857143,regulated_to_importer,410,대한민국
310,35,합판,4412,중국,러시아 연방,대한민국,156,"202011,202012,202101,202102,202103,202104,202105,202106,202107",X,-0.7142857142857143,1,0.7142857142857143,regulated_to_intermediary,643,러시아 연방
310,35,합판,4412,중국,러시아 연방,대한민국,156,"202011,202012,202101,202102,202103,202104,202105,202106,202107",X,-0.7142857142857143,1,0.7142857142857143,regulated_to_importer,410,대한민국
311,35,합판,4412,중국,루마니아,대한민국,156,"202011,202012,202101,202102,202103,202104,202105,202106,202107",X,-0.7142857142857143,0,0.7142857142857143,regulated_to_intermediary,642,루마니아
311,35,합판,4412,중국,루마니아,대한민국,156,"202011,202012,202101,202102,202103,202104,202105,202106,202107",X,-0.7142857142857143,0,0.7142857142857143,regulated_to_importer,410,대한민국
312,35,합판,4412,중국,베트남,대한민국,156,"202011,202012,202101,202102,202103,202104,202105,202106,202107",X,-0.7142857142857143,3,0.7142857142857143,regulated_to_intermediary,704,베트남
312,35,합판,4412,중국,베트남,대한민국,156,"202011,202012,202101,202102,202103,202104,202105,202106,202107",X,-0.7142857142857143,3,0.7142857142857143,regulated_to_importer,410,대한민국
313,35,합판,4412,중국,벨기에,대한민국,156,"202011,202012,202101,202102,202103,202104,202105,202106,202107",X,-0.7142857142857143,2,0.7142857142857143,regulated_to_intermediary,56,벨기에
313,35,합판,4412,중국,벨기에,대한민국,156,"202011,202012,202101,202102,202103,202104,202105,202106,202107",X,-0.7142857142857143,2,0.7142857142857143,regulated_to_importer,410,대한민국
314,35,합판,4412,중국,헝가리,대한민국,156,"202011,202012,202101,202102,202103,202104,202105,202106,202107",X,-0.7142857142857143,1,0.7142857142857143,regulated_to_intermediary,348,헝가리
314,35,합판,4412,중국,헝가리,대한민국,156,"202011,202012,202101,202102,202103,202104,202105,202106,202107",X,-0.7142857142857143,1,0.7142857142857143,regulated_to_importer,410,대한민국
315,36,합판,4412,베트남,독일,대한민국,704,"202011,202012,202101,202102,202103,202104,202105,202106,202107",X,-0.7142857142857143,0,0.7142857142857143,regulated_to_intermediary,276,독일
315,36,합판,4412,베트남,독일,대한민국,704,"202011,202012,202101,202102,202103,202104,202105,202106,202107",X,-0.7142857142857143,0,0.7142857142857143,regulated_to_importer,410,대한민국
316,37,스테인리스스틸바,7222,스페인,독일,대한민국,724,"202101,202102,202103,202104,202105,202106,202107,202108,202109",X,-0.7142857142857143,3,0.7142857142857143,regulated_to_intermediary,276,독일
316,37,스테인리스스틸바,7222,스페인,독일,대한민국,724,"202101,202102,202103,202104,202105,202106,202107,202108,202109",X,-0.7142857142857143,3,0.7142857142857143,regulated_to_importer,410,대한민국
317,37,스테인리스스틸바,7222,스페인,베트남,대한민국,724,"202101,202102,202103,202104,202105,202106,202107,202108,202109",X,-0.7142857142857143,1,0.7142857142857143,regulated_to_intermediary,704,베트남
317,37,스테인리스스틸바,7222,스페인,베트남,대한민국,724,"202101,202102,202103,202104,202105,202106,202107,202108,202109",X,-0.7142857142857143,1,0.7142857142857143,regulated_to_importer,410,대한민국
