pair_id,사건번호,품목,hs_code,년월,규제국,중간국,수입국,flow_type,수출량,수출총달러,isr_min,isr_best_lag,isr_risk
43,4,알루미늄 보틀캔,761290,2013.06,일본,체코공화국,대한민국,regulated_to_intermediary,0.0,0.0,-0.9258200997725516,3,0.9258200997725516
43,4,알루미늄 보틀캔,761290,2013.07,일본,체코공화국,대한민국,regulated_to_intermediary,0.0,0.0,-0.9258200997725516,3,0.9258200997725516
43,4,알루미늄 보틀캔,761290,2013.08,일본,체코공화국,대한민국,regulated_to_intermediary,0.0,0.0,-0.9258200997725516,3,0.9258200997725516
43,4,알루미늄 보틀캔,761290,2013.09,일본,체코공화국,대한민국,regulated_to_intermediary,0.0,0.0,-0.9258200997725516,3,0.9258200997725516
43,4,알루미늄 보틀캔,761290,2013.01,일본,체코공화국,대한민국,regulated_to_importer,30518.0,280108.384,-0.9258200997725516,3,0.9258200997725516
43,4,알루미늄 보틀캔,761290,2013.02,일본,체코공화국,대한민국,regulated_to_importer,0.0,0.0,-0.9258200997725516,3,0.9258200997725516
43,4,알루미늄 보틀캔,761290,2013.03,일본,체코공화국,대한민국,regulated_to_importer,30240.0,247313.1,-0.9258200997725516,3,0.9258200997725516
43,4,알루미늄 보틀캔,761290,2013.04,일본,체코공화국,대한민국,regulated_to_importer,30682.0,259922.748,-0.9258200997725516,3,0.9258200997725516
43,4,알루미늄 보틀캔,761290,2013.05,일본,체코공화국,대한민국,regulated_to_importer,61158.0,484648.177,-0.9258200997725516,3,0.9258200997725516
43,4,알루미늄 보틀캔,761290,2013.06,일본,체코공화국,대한민국,regulated_to_importer,121555.0,993855.39,-0.9258200997725516,3,0.9258200997725516
43,4,알루미늄 보틀캔,761290,2013.07,일본,체코공화국,대한민국,regulated_to_importer,66500.0,587174.275,-0.9258200997725516,3,0.9258200997725516
43,4,알루미늄 보틀캔,761290,2013.08,일본,체코공화국,대한민국,regulated_to_importer,81906.0,671251.074,-0.9258200997725516,3,0.9258200997725516
43,4,알루미늄 보틀캔,761290,2013.09,일본,체코공화국,대한민국,regulated_to_importer,685.0,28234.619,-0.9258200997725516,3,0.9258200997725516
44,26,PET필름,392062,2018.04,태국,바레인,대한민국,regulated_to_intermediary,0.0,0.0,-0.8986451052612952,2,0.8986451052612952
44,26,PET필름,392062,2018.05,태국,바레인,대한민국,regulated_to_intermediary,41560.0,57674.08,-0.8986451052612952,2,0.8986451052612952
44,26,PET필름,392062,2018.06,태국,바레인,대한민국,regulated_to_intermediary,0.0,0.0,-0.8986451052612952,2,0.8986451052612952
44,26,PET필름,392062,2018.07,태국,바레인,대한민국,regulated_to_intermediary,18970.0,27512.6,-0.8986451052612952,2,0.8986451052612952
44,26,PET필름,392062,2018.08,태국,바레인,대한민국,regulated_to_intermediary,0.0,0.0,-0.8986451052612952,2,0.8986451052612952
44,26,PET필름,392062,2018.09,태국,바레인,대한민국,regulated_to_intermediary,0.0,0.0,-0.8986451052612952,2,0.8986451052612952
44,26,PET필름,392062,2018.1,태국,바레인,대한민국,regulated_to_intermediary,41600.0,58035.98,-0.8986451052612952,2,0.8986451052612952
44,26,PET필름,392062,2018.11,태국,바레인,대한민국,regulated_to_intermediary,0.0,0.0,-0.8986451052612952,2,0.8986451052612952
44,26,PET필름,392062,2018.12,태국,바레인,대한민국,regulated_to_intermediary,44224.0,61038.46,-0.8986451052612952,2,0.8986451052612952
44,26,PET필름,392062,2018.04,태국,바레인,대한민국,regulated_to_importer,3970630.0,7226154.279999999,-0.8986451052612952,2,0.8986451052612952
44,26,PET필름,392062,2018.05,태국,바레인,대한민국,regulated_to_importer,4407338.0,8452180.98,-0.8986451052612952,2,0.8986451052612952
44,26,PET필름,392062,2018.06,태국,바레인,대한민국,regulated_to_importer,4510624.0,8696469.34,-0.8986451052612952,2,0.8986451052612952
44,26,PET필름,392062,2018.07,태국,바레인,대한민국,regulated_to_importer,4892974.0,9845679.24,-0.8986451052612952,2,0.8986451052612952
44,26,PET필름,392062,2018.08,태국,바레인,대한민국,regulated_to_importer,4781818.0,9906137.86,-0.8986451052612952,2,0.8986451052612952
44,26,PET필름,392062,2018.09,태국,바레인,대한민국,regulated_to_importer,4114242.0,8363031.4,-0.8986451052612952,2,0.8986451052612952
44,26,PET필름,392062,2018.1,태국,바레인,대한민국,regulated_to_importer,3212276.0,6683885.1,-0.8986451052612952,2,0.8986451052612952
44,26,PET필름,392062,2018.11,태국,바레인,대한민국,regulated_to_importer,2968428.0,6241507.66,-0.8986451052612952,2,0.8986451052612952
44,26,PET필름,392062,2018.12,태국,바레인,대한민국,regulated_to_importer,4879972.0,9939406.08,-0.8986451052612952,2,0.8986451052612952
45,2,크라프트지(1차재심),4804,2012.04,중국,대만,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,2,0.8857142857142858
45,2,크라프트지(1차재심),4804,2012.05,중국,대만,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,2,0.8857142857142858
45,2,크라프트지(1차재심),4804,2012.06,중국,대만,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,2,0.8857142857142858
45,2,크라프트지(1차재심),4804,2012.07,중국,대만,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,2,0.8857142857142858
45,2,크라프트지(1차재심),4804,2012.08,중국,대만,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,2,0.8857142857142858
45,2,크라프트지(1차재심),4804,2012.09,중국,대만,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,2,0.8857142857142858
45,2,크라프트지(1차재심),4804,2012.1,중국,대만,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,2,0.8857142857142858
45,2,크라프트지(1차재심),4804,2012.11,중국,대만,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,2,0.8857142857142858
45,2,크라프트지(1차재심),4804,2012.12,중국,대만,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,2,0.8857142857142858
45,2,크라프트지(1차재심),4804,2012.04,중국,대만,대한민국,regulated_to_importer,565530.0,844575.0,-0.8857142857142858,2,0.8857142857142858
45,2,크라프트지(1차재심),4804,2012.05,중국,대만,대한민국,regulated_to_importer,763747.0,616937.0,-0.8857142857142858,2,0.8857142857142858
45,2,크라프트지(1차재심),4804,2012.06,중국,대만,대한민국,regulated_to_importer,276187.0,317807.0,-0.8857142857142858,2,0.8857142857142858
45,2,크라프트지(1차재심),4804,2012.07,중국,대만,대한민국,regulated_to_importer,1463476.0,1199109.0,-0.8857142857142858,2,0.8857142857142858
45,2,크라프트지(1차재심),4804,2012.08,중국,대만,대한민국,regulated_to_importer,509546.0,441572.0,-0.8857142857142858,2,0.8857142857142858
45,2,크라프트지(1차재심),4804,2012.09,중국,대만,대한민국,regulated_to_importer,476921.0,408944.0,-0.8857142857142858,2,0.8857142857142858
45,2,크라프트지(1차재심),4804,2012.1,중국,대만,대한민국,regulated_to_importer,0.0,0.0,-0.8857142857142858,2,0.8857142857142858
45,2,크라프트지(1차재심),4804,2012.11,중국,대만,대한민국,regulated_to_importer,0.0,0.0,-0.8857142857142858,2,0.8857142857142858
45,2,크라프트지(1차재심),4804,2012.12,중국,대만,대한민국,regulated_to_importer,0.0,0.0,-0.8857142857142858,2,0.8857142857142858
46,2,크라프트지(1차재심),4804,2012.04,중국,러시아 연방,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,0,0.8857142857142858
46,2,크라프트지(1차재심),4804,2012.05,중국,러시아 연방,대한민국,regulated_to_intermediary,23471.0,16970.0,-0.8857142857142858,0,0.8857142857142858
46,2,크라프트지(1차재심),4804,2012.06,중국,러시아 연방,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,0,0.8857142857142858
46,2,크라프트지(1차재심),4804,2012.07,중국,러시아 연방,대한민국,regulated_to_intermediary,4451.0,7179.0,-0.8857142857142858,0,0.8857142857142858
46,2,크라프트지(1차재심),4804,2012.08,중국,러시아 연방,대한민국,regulated_to_intermediary,2000.0,1393.0,-0.8857142857142858,0,0.8857142857142858
46,2,크라프트지(1차재심),4804,2012.09,중국,러시아 연방,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,0,0.8857142857142858
46,2,크라프트지(1차재심),4804,2012.1,중국,러시아 연방,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,0,0.8857142857142858
46,2,크라프트지(1차재심),4804,2012.11,중국,러시아 연방,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,0,0.8857142857142858
46,2,크라프트지(1차재심),4804,2012.12,중국,러시아 연방,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,0,0.8857142857142858
46,2,크라프트지(1차재심),4804,2012.04,중국,러시아 연방,대한민국,regulated_to_importer,565530.0,844575.0,-0.8857142857142858,0,0.8857142857142858
46,2,크라프트지(1차재심),4804,2012.05,중국,러시아 연방,대한민국,regulated_to_importer,763747.0,616937.0,-0.8857142857142858,0,0.8857142857142858
46,2,크라프트지(1차재심),4804,2012.06,중국,러시아 연방,대한민국,regulated_to_importer,276187.0,317807.0,-0.8857142857142858,0,0.8857142857142858
46,2,크라프트지(1차재심),4804,2012.07,중국,러시아 연방,대한민국,regulated_to_importer,1463476.0,1199109.0,-0.8857142857142858,0,0.8857142857142858
46,2,크라프트지(1차재심),4804,2012.08,중국,러시아 연방,대한민국,regulated_to_importer,509546.0,441572.0,-0.8857142857142858,0,0.8857142857142858
46,2,크라프트지(1차재심),4804,2012.09,중국,러시아 연방,대한민국,regulated_to_importer,476921.0,408944.0,-0.8857142857142858,0,0.8857142857142858
46,2,크라프트지(1차재심),4804,2012.1,중국,러시아 연방,대한민국,regulated_to_importer,0.0,0.0,-0.8857142857142858,0,0.8857142857142858
46,2,크라프트지(1차재심),4804,2012.11,중국,러시아 연방,대한민국,regulated_to_importer,0.0,0.0,-0.8857142857142858,0,0.8857142857142858
46,2,크라프트지(1차재심),4804,2012.12,중국,러시아 연방,대한민국,regulated_to_importer,0.0,0.0,-0.8857142857142858,0,0.8857142857142858
47,2,크라프트지(1차재심),4804,2012.04,캐나다,오스트리아,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,3,0.8857142857142858
47,2,크라프트지(1차재심),4804,2012.05,캐나다,오스트리아,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,3,0.8857142857142858
47,2,크라프트지(1차재심),4804,2012.06,캐나다,오스트리아,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,3,0.8857142857142858
47,2,크라프트지(1차재심),4804,2012.07,캐나다,오스트리아,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,3,0.8857142857142858
47,2,크라프트지(1차재심),4804,2012.08,캐나다,오스트리아,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,3,0.8857142857142858
47,2,크라프트지(1차재심),4804,2012.09,캐나다,오스트리아,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,3,0.8857142857142858
47,2,크라프트지(1차재심),4804,2012.1,캐나다,오스트리아,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,3,0.8857142857142858
47,2,크라프트지(1차재심),4804,2012.11,캐나다,오스트리아,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,3,0.8857142857142858
47,2,크라프트지(1차재심),4804,2012.12,캐나다,오스트리아,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,3,0.8857142857142858
47,2,크라프트지(1차재심),4804,2012.04,캐나다,오스트리아,대한민국,regulated_to_importer,317000.0,317003.844,-0.8857142857142858,3,0.8857142857142858
47,2,크라프트지(1차재심),4804,2012.05,캐나다,오스트리아,대한민국,regulated_to_importer,160000.0,161077.259,-0.8857142857142858,3,0.8857142857142858
47,2,크라프트지(1차재심),4804,2012.06,캐나다,오스트리아,대한민국,regulated_to_importer,69000.0,66792.048,-0.8857142857142858,3,0.8857142857142858
47,2,크라프트지(1차재심),4804,2012.07,캐나다,오스트리아,대한민국,regulated_to_importer,204000.0,207911.316,-0.8857142857142858,3,0.8857142857142858
47,2,크라프트지(1차재심),4804,2012.08,캐나다,오스트리아,대한민국,regulated_to_importer,0.0,194.529,-0.8857142857142858,3,0.8857142857142858
47,2,크라프트지(1차재심),4804,2012.09,캐나다,오스트리아,대한민국,regulated_to_importer,129000.0,128157.475,-0.8857142857142858,3,0.8857142857142858
47,2,크라프트지(1차재심),4804,2012.1,캐나다,오스트리아,대한민국,regulated_to_importer,201000.0,209953.89,-0.8857142857142858,3,0.8857142857142858
47,2,크라프트지(1차재심),4804,2012.11,캐나다,오스트리아,대한민국,regulated_to_importer,200000.0,192098.027,-0.8857142857142858,3,0.8857142857142858
47,2,크라프트지(1차재심),4804,2012.12,캐나다,오스트리아,대한민국,regulated_to_importer,155000.0,162044.263,-0.8857142857142858,3,0.8857142857142858
48,4,알루미늄 보틀캔,761290,2013.01,일본,중국,대한민국,regulated_to_intermediary,4529.0,137250.192,-0.8857142857142858,2,0.8857142857142858
48,4,알루미늄 보틀캔,761290,2013.02,일본,중국,대한민국,regulated_to_intermediary,6928.0,174277.224,-0.8857142857142858,2,0.8857142857142858
48,4,알루미늄 보틀캔,761290,2013.03,일본,중국,대한민국,regulated_to_intermediary,2988.0,95308.7,-0.8857142857142858,2,0.8857142857142858
48,4,알루미늄 보틀캔,761290,2013.04,일본,중국,대한민국,regulated_to_intermediary,4992.0,131481.42,-0.8857142857142858,2,0.8857142857142858
48,4,알루미늄 보틀캔,761290,2013.05,일본,중국,대한민국,regulated_to_intermediary,4913.0,128331.996,-0.8857142857142858,2,0.8857142857142858
48,4,알루미늄 보틀캔,761290,2013.06,일본,중국,대한민국,regulated_to_intermediary,3517.0,92291.342,-0.8857142857142858,2,0.8857142857142858
48,4,알루미늄 보틀캔,761290,2013.07,일본,중국,대한민국,regulated_to_intermediary,4692.0,118034.35,-0.8857142857142858,2,0.8857142857142858
48,4,알루미늄 보틀캔,761290,2013.08,일본,중국,대한민국,regulated_to_intermediary,3837.0,110722.248,-0.8857142857142858,2,0.8857142857142858
48,4,알루미늄 보틀캔,761290,2013.09,일본,중국,대한민국,regulated_to_intermediary,22921.0,297626.931,-0.8857142857142858,2,0.8857142857142858
48,4,알루미늄 보틀캔,761290,2013.01,일본,중국,대한민국,regulated_to_importer,30518.0,280108.384,-0.8857142857142858,2,0.8857142857142858
48,4,알루미늄 보틀캔,761290,2013.02,일본,중국,대한민국,regulated_to_importer,0.0,0.0,-0.8857142857142858,2,0.8857142857142858
48,4,알루미늄 보틀캔,761290,2013.03,일본,중국,대한민국,regulated_to_importer,30240.0,247313.1,-0.8857142857142858,2,0.8857142857142858
48,4,알루미늄 보틀캔,761290,2013.04,일본,중국,대한민국,regulated_to_importer,30682.0,259922.748,-0.8857142857142858,2,0.8857142857142858
48,4,알루미늄 보틀캔,761290,2013.05,일본,중국,대한민국,regulated_to_importer,61158.0,484648.177,-0.8857142857142858,2,0.8857142857142858
48,4,알루미늄 보틀캔,761290,2013.06,일본,중국,대한민국,regulated_to_importer,121555.0,993855.39,-0.8857142857142858,2,0.8857142857142858
48,4,알루미늄 보틀캔,761290,2013.07,일본,중국,대한민국,regulated_to_importer,66500.0,587174.275,-0.8857142857142858,2,0.8857142857142858
48,4,알루미늄 보틀캔,761290,2013.08,일본,중국,대한민국,regulated_to_importer,81906.0,671251.074,-0.8857142857142858,2,0.8857142857142858
48,4,알루미늄 보틀캔,761290,2013.09,일본,중국,대한민국,regulated_to_importer,685.0,28234.619,-0.8857142857142858,2,0.8857142857142858
49,6,스테인레스스틸바(2차재심),7222,2013.11,인도,미국,대한민국,regulated_to_intermediary,1742416.0,5681306.49,-0.8857142857142858,2,0.8857142857142858
49,6,스테인레스스틸바(2차재심),7222,2013.12,인도,미국,대한민국,regulated_to_intermediary,2072730.0,6836372.555,-0.8857142857142858,2,0.8857142857142858
49,6,스테인레스스틸바(2차재심),7222,2014.01,인도,미국,대한민국,regulated_to_intermediary,1736031.0,6042126.25,-0.8857142857142858,2,0.8857142857142858
49,6,스테인레스스틸바(2차재심),7222,2014.02,인도,미국,대한민국,regulated_to_intermediary,1900712.0,6700244.634,-0.8857142857142858,2,0.8857142857142858
49,6,스테인레스스틸바(2차재심),7222,2014.03,인도,미국,대한민국,regulated_to_intermediary,1952365.0,6785517.037,-0.8857142857142858,2,0.8857142857142858
49,6,스테인레스스틸바(2차재심),7222,2014.04,인도,미국,대한민국,regulated_to_intermediary,1335242.0,4212308.164,-0.8857142857142858,2,0.8857142857142858
49,6,스테인레스스틸바(2차재심),7222,2014.05,인도,미국,대한민국,regulated_to_intermediary,2048930.0,6904978.832,-0.8857142857142858,2,0.8857142857142858
49,6,스테인레스스틸바(2차재심),7222,2014.06,인도,미국,대한민국,regulated_to_intermediary,1831211.0,5785247.589,-0.8857142857142858,2,0.8857142857142858
49,6,스테인레스스틸바(2차재심),7222,2014.07,인도,미국,대한민국,regulated_to_intermediary,2404771.0,9104342.028,-0.8857142857142858,2,0.8857142857142858
49,6,스테인레스스틸바(2차재심),7222,2013.11,인도,미국,대한민국,regulated_to_importer,1068170.0,3021199.16,-0.8857142857142858,2,0.8857142857142858
49,6,스테인레스스틸바(2차재심),7222,2013.12,인도,미국,대한민국,regulated_to_importer,974000.0,2859416.067,-0.8857142857142858,2,0.8857142857142858
49,6,스테인레스스틸바(2차재심),7222,2014.01,인도,미국,대한민국,regulated_to_importer,878238.0,2578523.298,-0.8857142857142858,2,0.8857142857142858
49,6,스테인레스스틸바(2차재심),7222,2014.02,인도,미국,대한민국,regulated_to_importer,1118777.0,2995522.484,-0.8857142857142858,2,0.8857142857142858
49,6,스테인레스스틸바(2차재심),7222,2014.03,인도,미국,대한민국,regulated_to_importer,911345.0,2637623.065,-0.8857142857142858,2,0.8857142857142858
49,6,스테인레스스틸바(2차재심),7222,2014.04,인도,미국,대한민국,regulated_to_importer,992100.0,2670061.37,-0.8857142857142858,2,0.8857142857142858
49,6,스테인레스스틸바(2차재심),7222,2014.05,인도,미국,대한민국,regulated_to_importer,881000.0,2491398.895,-0.8857142857142858,2,0.8857142857142858
49,6,스테인레스스틸바(2차재심),7222,2014.06,인도,미국,대한민국,regulated_to_importer,764495.0,2093169.253,-0.8857142857142858,2,0.8857142857142858
49,6,스테인레스스틸바(2차재심),7222,2014.07,인도,미국,대한민국,regulated_to_importer,1710268.0,5208105.098,-0.8857142857142858,2,0.8857142857142858
50,6,스테인레스스틸바(2차재심),7222,2013.11,인도,중국,대한민국,regulated_to_intermediary,31701.0,134585.652,-0.8857142857142858,3,0.8857142857142858
50,6,스테인레스스틸바(2차재심),7222,2013.12,인도,중국,대한민국,regulated_to_intermediary,16001.0,48488.482,-0.8857142857142858,3,0.8857142857142858
50,6,스테인레스스틸바(2차재심),7222,2014.01,인도,중국,대한민국,regulated_to_intermediary,41094.0,209675.066,-0.8857142857142858,3,0.8857142857142858
50,6,스테인레스스틸바(2차재심),7222,2014.02,인도,중국,대한민국,regulated_to_intermediary,9823.0,59979.122,-0.8857142857142858,3,0.8857142857142858
50,6,스테인레스스틸바(2차재심),7222,2014.03,인도,중국,대한민국,regulated_to_intermediary,25972.0,137135.556,-0.8857142857142858,3,0.8857142857142858
50,6,스테인레스스틸바(2차재심),7222,2014.04,인도,중국,대한민국,regulated_to_intermediary,15728.0,94938.202,-0.8857142857142858,3,0.8857142857142858
50,6,스테인레스스틸바(2차재심),7222,2014.05,인도,중국,대한민국,regulated_to_intermediary,37718.0,119328.951,-0.8857142857142858,3,0.8857142857142858
50,6,스테인레스스틸바(2차재심),7222,2014.06,인도,중국,대한민국,regulated_to_intermediary,88704.0,363324.604,-0.8857142857142858,3,0.8857142857142858
50,6,스테인레스스틸바(2차재심),7222,2014.07,인도,중국,대한민국,regulated_to_intermediary,95753.0,324756.868,-0.8857142857142858,3,0.8857142857142858
50,6,스테인레스스틸바(2차재심),7222,2013.11,인도,중국,대한민국,regulated_to_importer,1068170.0,3021199.16,-0.8857142857142858,3,0.8857142857142858
50,6,스테인레스스틸바(2차재심),7222,2013.12,인도,중국,대한민국,regulated_to_importer,974000.0,2859416.067,-0.8857142857142858,3,0.8857142857142858
50,6,스테인레스스틸바(2차재심),7222,2014.01,인도,중국,대한민국,regulated_to_importer,878238.0,2578523.298,-0.8857142857142858,3,0.8857142857142858
50,6,스테인레스스틸바(2차재심),7222,2014.02,인도,중국,대한민국,regulated_to_importer,1118777.0,2995522.484,-0.8857142857142858,3,0.8857142857142858
50,6,스테인레스스틸바(2차재심),7222,2014.03,인도,중국,대한민국,regulated_to_importer,911345.0,2637623.065,-0.8857142857142858,3,0.8857142857142858
50,6,스테인레스스틸바(2차재심),7222,2014.04,인도,중국,대한민국,regulated_to_importer,992100.0,2670061.37,-0.8857142857142858,3,0.8857142857142858
50,6,스테인레스스틸바(2차재심),7222,2014.05,인도,중국,대한민국,regulated_to_importer,881000.0,2491398.895,-0.8857142857142858,3,0.8857142857142858
50,6,스테인레스스틸바(2차재심),7222,2014.06,인도,중국,대한민국,regulated_to_importer,764495.0,2093169.253,-0.8857142857142858,3,0.8857142857142858
50,6,스테인레스스틸바(2차재심),7222,2014.07,인도,중국,대한민국,regulated_to_importer,1710268.0,5208105.098,-0.8857142857142858,3,0.8857142857142858
51,9,OPP필름,392020,2013.12,중국,베트남,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,3,0.8857142857142858
51,9,OPP필름,392020,2014.01,중국,베트남,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,3,0.8857142857142858
51,9,OPP필름,392020,2014.02,중국,베트남,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,3,0.8857142857142858
51,9,OPP필름,392020,2014.03,중국,베트남,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,3,0.8857142857142858
51,9,OPP필름,392020,2014.04,중국,베트남,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,3,0.8857142857142858
51,9,OPP필름,392020,2014.05,중국,베트남,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,3,0.8857142857142858
51,9,OPP필름,392020,2014.06,중국,베트남,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,3,0.8857142857142858
51,9,OPP필름,392020,2014.07,중국,베트남,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,3,0.8857142857142858
51,9,OPP필름,392020,2014.08,중국,베트남,대한민국,regulated_to_intermediary,0.0,0.0,-0.8857142857142858,3,0.8857142857142858
51,9,OPP필름,392020,2013.12,중국,베트남,대한민국,regulated_to_importer,0.0,0.0,-0.8857142857142858,3,0.8857142857142858
51,9,OPP필름,392020,2014.01,중국,베트남,대한민국,regulated_to_importer,0.0,0.0,-0.8857142857142858,3,0.8857142857142858
51,9,OPP필름,392020,2014.02,중국,베트남,대한민국,regulated_to_importer,0.0,0.0,-0.8857142857142858,3,0.8857142857142858
51,9,OPP필름,392020,2014.03,중국,베트남,대한민국,regulated_to_importer,0.0,0.0,-0.8857142857142858,3,0.8857142857142858
51,9,OPP필름,392020,2014.04,중국,베트남,대한민국,regulated_to_importer,0.0,0.0,-0.8857142857142858,3,0.8857142857142858
51,9,OPP필름,392020,2014.05,중국,베트남,대한민국,regulated_to_importer,0.0,0.0,-0.8857142857142858,3,0.8857142857142858
51,9,OPP필름,392020,2014.06,중국,베트남,대한민국,regulated_to_importer,0.0,0.0,-0.8857142857142858,3,0.8857142857142858
51,9,OPP필름,392020,2014.07,중국,베트남,대한민국,regulated_to_importer,0.0,0.0,-0.8857142857142858,3,0.8857142857142858
51,9,OPP필름,392020,2014.08,중국,베트남,대한민국,regulated_to_importer,0.0,0.0,-0.8857142857142858,3,0.8857142857142858
52,11,두꺼운 PET필름,392062,2014.12,일본,말레이시아,대한민국,regulated_to_intermediary,173686.0,1676334.096,-0.8857142857142858,0,0.8857142857142858
52,11,두꺼운 PET필름,392062,2015.01,일본,말레이시아,대한민국,regulated_to_intermediary,215313.0,1954113.822,-0.8857142857142858,0,0.8857142857142858
52,11,두꺼운 PET필름,392062,2015.02,일본,말레이시아,대한민국,regulated_to_intermediary,202741.0,1922445.96,-0.8857142857142858,0,0.8857142857142858
52,11,두꺼운 PET필름,392062,2015.03,일본,말레이시아,대한민국,regulated_to_intermediary,230717.0,1854537.75,-0.8857142857142858,0,0.8857142857142858
52,11,두꺼운 PET필름,392062,2015.04,일본,말레이시아,대한민국,regulated_to_intermediary,232939.0,2392891.9,-0.8857142857142858,0,0.8857142857142858
52,11,두꺼운 PET필름,392062,2015.05,일본,말레이시아,대한민국,regulated_to_intermediary,217477.0,1792800.39,-0.8857142857142858,0,0.8857142857142858
52,11,두꺼운 PET필름,392062,2015.06,일본,말레이시아,대한민국,regulated_to_intermediary,328703.0,2721325.236,-0.8857142857142858,0,0.8857142857142858
52,11,두꺼운 PET필름,392062,2015.07,일본,말레이시아,대한민국,regulated_to_intermediary,269683.0,2180848.464,-0.8857142857142858,0,0.8857142857142858
52,11,두꺼운 PET필름,392062,2015.08,일본,말레이시아,대한민국,regulated_to_intermediary,255557.0,1846584.48,-0.8857142857142858,0,0.8857142857142858
52,11,두꺼운 PET필름,392062,2014.12,일본,말레이시아,대한민국,regulated_to_importer,2689010.0,26485560.771,-0.8857142857142858,0,0.8857142857142858
52,11,두꺼운 PET필름,392062,2015.01,일본,말레이시아,대한민국,regulated_to_importer,2562440.0,23553718.149,-0.8857142857142858,0,0.8857142857142858
52,11,두꺼운 PET필름,392062,2015.02,일본,말레이시아,대한민국,regulated_to_importer,2163300.0,20610081.46,-0.8857142857142858,0,0.8857142857142858
52,11,두꺼운 PET필름,392062,2015.03,일본,말레이시아,대한민국,regulated_to_importer,2404080.0,22347042.822,-0.8857142857142858,0,0.8857142857142858
52,11,두꺼운 PET필름,392062,2015.04,일본,말레이시아,대한민국,regulated_to_importer,2705700.0,24556486.395,-0.8857142857142858,0,0.8857142857142858
52,11,두꺼운 PET필름,392062,2015.05,일본,말레이시아,대한민국,regulated_to_importer,2024570.0,18982405.686,-0.8857142857142858,0,0.8857142857142858
52,11,두꺼운 PET필름,392062,2015.06,일본,말레이시아,대한민국,regulated_to_importer,2196650.0,19850402.749,-0.8857142857142858,0,0.8857142857142858
52,11,두꺼운 PET필름,392062,2015.07,일본,말레이시아,대한민국,regulated_to_importer,2115610.0,21930908.672,-0.8857142857142858,0,0.8857142857142858
52,11,두꺼운 PET필름,392062,2015.08,일본,말레이시아,대한민국,regulated_to_importer,1879290.0,20006501.895,-0.8857142857142858,0,0.8857142857142858
53,20,침엽수 합판,441232,2016.03,중국,핀란드,대한민국,regulated_to_intermediary,23040.81,21775.0,-0.8857142857142858,2,0.8857142857142858
53,20,침엽수 합판,441232,2016.04,중국,핀란드,대한민국,regulated_to_intermediary,209368.213,197866.0,-0.8857142857142858,2,0.8857142857142858
53,20,침엽수 합판,441232,2016.05,중국,핀란드,대한민국,regulated_to_intermediary,83415.667,78833.0,-0.8857142857142858,2,0.8857142857142858
53,20,침엽수 합판,441232,2016.06,중국,핀란드,대한민국,regulated_to_intermediary,21228.231,20062.0,-0.8857142857142858,2,0.8857142857142858
53,20,침엽수 합판,441232,2016.07,중국,핀란드,대한민국,regulated_to_intermediary,158404.376,149702.0,-0.8857142857142858,2,0.8857142857142858
53,20,침엽수 합판,441232,2016.08,중국,핀란드,대한민국,regulated_to_intermediary,77664.723,73398.0,-0.8857142857142858,2,0.8857142857142858
53,20,침엽수 합판,441232,2016.09,중국,핀란드,대한민국,regulated_to_intermediary,25271.35,23883.0,-0.8857142857142858,2,0.8857142857142858
