request_key,status,rows,error
"132|regulated_to_importer|156|410|4412|201402,201403,201404,201405,201406,201407,201408,201409,201410",ok,0,
"133|regulated_to_intermediary|392|842|291531|201511,201512,201601,201602,201603,201604,201605,201606,201607",ok,2,
"133|regulated_to_importer|392|410|291531|201511,201512,201601,201602,201603,201604,201605,201606,201607",ok,0,
"134|regulated_to_intermediary|458|392|4412|201705,201706,201707,201708,201709,201710,201711,201712,201801",ok,18,
"134|regulated_to_importer|458|410|4412|201705,201706,201707,201708,201709,201710,201711,201712,201801",ok,18,
"135|regulated_to_intermediary|764|392|392062|201804,201805,201806,201807,201808,201809,201810,201811,201812",ok,26,
"135|regulated_to_importer|764|410|392062|201804,201805,201806,201807,201808,201809,201810,201811,201812",ok,27,
"136|regulated_to_intermediary|156|392|392062|201909,201910,201911,201912,202001,202002,202003,202004,202005",ok,9,
"136|regulated_to_importer|156|410|392062|201909,201910,201911,201912,202001,202002,202003,202004,202005",ok,9,
"137|regulated_to_intermediary|392|158|7222|202005,202006,202007,202008,202009,202010,202011,202012,202101",ok,0,
"137|regulated_to_importer|392|410|7222|202005,202006,202007,202008,202009,202010,202011,202012,202101",ok,9,
"138|regulated_to_intermediary|458|428|4412|202011,202012,202101,202102,202103,202104,202105,202106,202107",ok,0,
"138|regulated_to_importer|458|410|4412|202011,202012,202101,202102,202103,202104,202105,202106,202107",ok,18,
"139|regulated_to_intermediary|704|156|4412|202011,202012,202101,202102,202103,202104,202105,202106,202107",ok,8,
"139|regulated_to_importer|704|410|4412|202011,202012,202101,202102,202103,202104,202105,202106,202107",ok,9,
"140|regulated_to_intermediary|392|804|7222|202101,202102,202103,202104,202105,202106,202107,202108,202109",ok,0,
"140|regulated_to_importer|392|410|7222|202101,202102,202103,202104,202105,202106,202107,202108,202109",ok,9,
"141|regulated_to_intermediary|156|360|7005|202204,202205,202206,202207,202208,202209,202210,202211,202212",ok,9,
"141|regulated_to_importer|156|410|7005|202204,202205,202206,202207,202208,202209,202210,202211,202212",ok,9,
"142|regulated_to_intermediary|156|344|370130|202211,202212,202301,202302,202303,202304,202305,202306,202307",ok,9,
"142|regulated_to_importer|156|410|370130|202211,202212,202301,202302,202303,202304,202305,202306,202307",ok,9,
"143|regulated_to_intermediary|156|842|7411|202303,202304,202305,202306,202307,202308,202309,202310,202311",ok,9,
"143|regulated_to_importer|156|410|7411|202303,202304,202305,202306,202307,202308,202309,202310,202311",ok,9,
"144|regulated_to_intermediary|246|158|4810|202403,202404,202405,202406,202407,202408,202409,202410,202411",ok,0,
"144|regulated_to_importer|246|410|4810|202403,202404,202405,202406,202407,202408,202409,202410,202411",ok,18,
"145|regulated_to_intermediary|156|376|390761|202411,202412,202501,202502,202503,202504,202505,202506,202507",ok,2,
"145|regulated_to_importer|156|410|390761|202411,202412,202501,202502,202503,202504,202505,202506,202507",ok,2,
"146|regulated_to_intermediary|156|276|392020|202504,202505,202506,202507,202508,202509,202510,202511,202512",ok,0,
"146|regulated_to_importer|156|410|392020|202504,202505,202506,202507,202508,202509,202510,202511,202512",ok,0,
"147|regulated_to_intermediary|156|458|392020|202504,202505,202506,202507,202508,202509,202510,202511,202512",ok,0,
"147|regulated_to_importer|156|410|392020|202504,202505,202506,202507,202508,202509,202510,202511,202512",ok,0,
"148|regulated_to_intermediary|764|699|392020|202504,202505,202506,202507,202508,202509,202510,202511,202512",ok,0,
"148|regulated_to_importer|764|410|392020|202504,202505,202506,202507,202508,202509,202510,202511,202512",ok,0,
"149|regulated_to_intermediary|490|528|391110|202508,202509,202510,202511,202512,202601,202602,202603,202604",ok,0,
"149|regulated_to_importer|490|410|391110|202508,202509,202510,202511,202512,202601,202602,202603,202604",ok,0,
"150|regulated_to_intermediary|392|380|291531|201203,201204,201205,201206,201207,201208,201209,201210,201211",ok,0,
"150|regulated_to_importer|392|410|291531|201203,201204,201205,201206,201207,201208,201209,201210,201211",ok,1,
"151|regulated_to_intermediary|704|579|720230|202307,202308,202309,202310,202311,202312,202401,202402,202403",ok,0,
"151|regulated_to_importer|704|410|720230|202307,202308,202309,202310,202311,202312,202401,202402,202403",ok,12,
"152|regulated_to_intermediary|704|642|7220|202507,202508,202509,202510,202511,202512,202601,202602,202603",ok,0,
"152|regulated_to_importer|704|410|7220|202507,202508,202509,202510,202511,202512,202601,202602,202603",ok,0,
"153|regulated_to_intermediary|490|704|391110|202508,202509,202510,202511,202512,202601,202602,202603,202604",ok,0,
"153|regulated_to_importer|490|410|391110|202508,202509,202510,202511,202512,202601,202602,202603,202604",ok,0,
"154|regulated_to_intermediary|156|704|391110|202508,202509,202510,202511,202512,202601,202602,202603,202604",ok,0,
"154|regulated_to_importer|156|410|391110|202508,202509,202510,202511,202512,202601,202602,202603,202604",ok,0,
"155|regulated_to_intermediary|156|40|392020|201312,201401,201402,201403,201404,201405,201406,201407,201408",ok,0,
"155|regulated_to_importer|156|410|392020|201312,201401,201402,201403,201404,201405,201406,201407,201408",ok,0,
"156|regulated_to_intermediary|764|100|392020|202504,202505,202506,202507,202508,202509,202510,202511,202512",ok,0,
"156|regulated_to_importer|764|410|392020|202504,202505,202506,202507,202508,202509,202510,202511,202512",ok,0,
"157|regulated_to_intermediary|764|792|392020|202504,202505,202506,202507,202508,202509,202510,202511,202512",ok,0,
"157|regulated_to_importer|764|410|392020|202504,202505,202506,202507,202508,202509,202510,202511,202512",ok,0,
"158|regulated_to_intermediary|842|70|4804|201204,201205,201206,201207,201208,201209,201210,201211,201212",ok,0,
"158|regulated_to_importer|842|410|4804|201204,201205,201206,201207,201208,201209,201210,201211,201212",ok,9,
"159|regulated_to_intermediary|156|380|392020|201312,201401,201402,201403,201404,201405,201406,201407,201408",ok,0,
"159|regulated_to_importer|156|410|392020|201312,201401,201402,201403,201404,201405,201406,201407,201408",ok,0,
"160|regulated_to_intermediary|392|702|848120|201508,201509,201510,201511,201512,201601,201602,201603,201604",ok,9,
"160|regulated_to_importer|392|410|848120|201508,201509,201510,201511,201512,201601,201602,201603,201604",ok,9,
"161|regulated_to_intermediary|156|40|4412|201402,201403,201404,201405,201406,201407,201408,201409,201410",ok,0,
"161|regulated_to_importer|156|410|4412|201402,201403,201404,201405,201406,201407,201408,201409,201410",ok,0,
"162|regulated_to_intermediary|156|40|4412|201402,201403,201404,201405,201406,201407,201408,201409,201410",ok,0,
"162|regulated_to_importer|156|410|4412|201402,201403,201404,201405,201406,201407,201408,201409,201410",ok,0,
"163|regulated_to_intermediary|156|40|4412|201402,201403,201404,201405,201406,201407,201408,201409,201410",ok,0,
"163|regulated_to_importer|156|410|4412|201402,201403,201404,201405,201406,201407,201408,201409,201410",ok,0,
"164|regulated_to_intermediary|156|380|392062|201909,201910,201911,201912,202001,202002,202003,202004,202005",ok,9,
"164|regulated_to_importer|156|410|392062|201909,201910,201911,201912,202001,202002,202003,202004,202005",ok,9,
"165|regulated_to_intermediary|156|608|4412|202011,202012,202101,202102,202103,202104,202105,202106,202107",ok,9,
"165|regulated_to_importer|156|410|4412|202011,202012,202101,202102,202103,202104,202105,202106,202107",ok,9,
"166|regulated_to_intermediary|156|380|4412|202407,202408,202409,202410,202411,202412,202501,202502,202503",ok,6,
"166|regulated_to_importer|156|410|4412|202407,202408,202409,202410,202411,202412,202501,202502,202503",ok,6,
"167|regulated_to_intermediary|156|32|7208|202511,202512,202601,202602,202603,202604,202605,202606,202607",ok,0,
"167|regulated_to_importer|156|410|7208|202511,202512,202601,202602,202603,202604,202605,202606,202607",ok,0,
"168|regulated_to_intermediary|724|528|7222|201311,201312,201401,201402,201403,201404,201405,201406,201407",ok,72,
"168|regulated_to_importer|724|410|7222|201311,201312,201401,201402,201403,201404,201405,201406,201407",ok,0,
"169|regulated_to_intermediary|724|704|7222|201311,201312,201401,201402,201403,201404,201405,201406,201407",ok,0,
"169|regulated_to_importer|724|410|7222|201311,201312,201401,201402,201403,201404,201405,201406,201407",ok,0,
"170|regulated_to_intermediary|724|579|7222|201311,201312,201401,201402,201403,201404,201405,201406,201407",ok,40,
"170|regulated_to_importer|724|410|7222|201311,201312,201401,201402,201403,201404,201405,201406,201407",ok,0,
"171|regulated_to_intermediary|458|344|5402|201312,201401,201402,201403,201404,201405,201406,201407,201408",ok,4,
"171|regulated_to_importer|458|410|5402|201312,201401,201402,201403,201404,201405,201406,201407,201408",ok,8,
"172|regulated_to_intermediary|156|724|291531|201203,201204,201205,201206,201207,201208,201209,201210,201211",ok,2,
"172|regulated_to_importer|156|410|291531|201203,201204,201205,201206,201207,201208,201209,201210,201211",ok,7,
"173|regulated_to_intermediary|156|724|4804|201204,201205,201206,201207,201208,201209,201210,201211,201212",ok,6,
"173|regulated_to_importer|156|410|4804|201204,201205,201206,201207,201208,201209,201210,201211,201212",ok,6,
"174|regulated_to_intermediary|124|344|4804|201204,201205,201206,201207,201208,201209,201210,201211,201212",ok,0,
"174|regulated_to_importer|124|410|4804|201204,201205,201206,201207,201208,201209,201210,201211,201212",ok,9,
"175|regulated_to_intermediary|490|112|5402|201312,201401,201402,201403,201404,201405,201406,201407,201408",ok,0,
"175|regulated_to_importer|490|410|5402|201312,201401,201402,201403,201404,201405,201406,201407,201408",ok,0,
"176|regulated_to_intermediary|360|36|392020|201312,201401,201402,201403,201404,201405,201406,201407,201408",ok,9,
"176|regulated_to_importer|360|410|392020|201312,201401,201402,201403,201404,201405,201406,201407,201408",ok,9,
"177|regulated_to_intermediary|458|705|4412|201409,201410,201411,201412,201501,201502,201503,201504,201505",ok,0,
"177|regulated_to_importer|458|410|4412|201409,201410,201411,201412,201501,201502,201503,201504,201505",ok,9,
"178|regulated_to_intermediary|392|458|848120|201508,201509,201510,201511,201512,201601,201602,201603,201604",ok,9,
"178|regulated_to_importer|392|410|848120|201508,201509,201510,201511,201512,201601,201602,201603,201604",ok,9,
"179|regulated_to_intermediary|156|620|4412|201402,201403,201404,201405,201406,201407,201408,201409,201410",ok,0,
"179|regulated_to_importer|156|410|4412|201402,201403,201404,201405,201406,201407,201408,201409,201410",ok,0,
"180|regulated_to_intermediary|156|620|4412|201402,201403,201404,201405,201406,201407,201408,201409,201410",ok,0,
"180|regulated_to_importer|156|410|4412|201402,201403,201404,201405,201406,201407,201408,201409,201410",ok,0,
"181|regulated_to_intermediary|156|620|4412|201402,201403,201404,201405,201406,201407,201408,201409,201410",ok,0,
"181|regulated_to_importer|156|410|4412|201402,201403,201404,201405,201406,201407,201408,201409,201410",ok,0,
"182|regulated_to_intermediary|156|376|392062|201601,201602,201603,201604,201605,201606,201607,201608,201609",ok,9,
"182|regulated_to_importer|156|410|392062|201601,201602,201603,201604,201605,201606,201607,201608,201609",ok,9,
"183|regulated_to_intermediary|156|608|392062|201601,201602,201603,201604,201605,201606,201607,201608,201609",ok,9,
"183|regulated_to_importer|156|410|392062|201601,201602,201603,201604,201605,201606,201607,201608,201609",ok,9,
"184|regulated_to_intermediary|156|724|370130|201709,201710,201711,201712,201801,201802,201803,201804,201805",ok,9,
"184|regulated_to_importer|156|410|370130|201709,201710,201711,201712,201801,201802,201803,201804,201805",ok,9,
"185|regulated_to_intermediary|764|724|392062|201804,201805,201806,201807,201808,201809,201810,201811,201812",ok,14,
"185|regulated_to_importer|764|410|392062|201804,201805,201806,201807,201808,201809,201810,201811,201812",ok,27,
"186|regulated_to_intermediary|156|699|7005|201808,201809,201810,201811,201812,201901,201902,201903,201904",ok,9,
"186|regulated_to_importer|156|410|7005|201808,201809,201810,201811,201812,201901,201902,201903,201904",ok,9,
"187|regulated_to_intermediary|156|724|291531|201907,201908,201909,201910,201911,201912,202001,202002,202003",ok,9,
"187|regulated_to_importer|156|410|291531|201907,201908,201909,201910,201911,201912,202001,202002,202003",ok,6,
"188|regulated_to_intermediary|699|616|392062|201909,201910,201911,201912,202001,202002,202003,202004,202005",ok,9,
"188|regulated_to_importer|699|410|392062|201909,201910,201911,201912,202001,202002,202003,202004,202005",ok,9,
"189|regulated_to_intermediary|392|579|7222|202101,202102,202103,202104,202105,202106,202107,202108,202109",ok,0,
"189|regulated_to_importer|392|410|7222|202101,202102,202103,202104,202105,202106,202107,202108,202109",ok,9,
"190|regulated_to_intermediary|392|208|7222|202101,202102,202103,202104,202105,202106,202107,202108,202109",ok,2,
"190|regulated_to_importer|392|410|7222|202101,202102,202103,202104,202105,202106,202107,202108,202109",ok,9,
"191|regulated_to_intermediary|156|616|7411|202303,202304,202305,202306,202307,202308,202309,202310,202311",ok,9,
"191|regulated_to_importer|156|410|7411|202303,202304,202305,202306,202307,202308,202309,202310,202311",ok,9,
"192|regulated_to_intermediary|156|752|4412|202407,202408,202409,202410,202411,202412,202501,202502,202503",ok,6,
"192|regulated_to_importer|156|410|4412|202407,202408,202409,202410,202411,202412,202501,202502,202503",ok,6,
"193|regulated_to_intermediary|458|276|4412|202407,202408,202409,202410,202411,202412,202501,202502,202503",ok,4,
"193|regulated_to_importer|458|410|4412|202407,202408,202409,202410,202411,202412,202501,202502,202503",ok,18,
"194|regulated_to_intermediary|704|276|4412|202407,202408,202409,202410,202411,202412,202501,202502,202503",ok,0,
"194|regulated_to_importer|704|410|4412|202407,202408,202409,202410,202411,202412,202501,202502,202503",ok,0,
"195|regulated_to_intermediary|156|752|390761|202411,202412,202501,202502,202503,202504,202505,202506,202507",ok,0,
"195|regulated_to_importer|156|410|390761|202411,202412,202501,202502,202503,202504,202505,202506,202507",ok,2,
"196|regulated_to_intermediary|490|276|391110|202508,202509,202510,202511,202512,202601,202602,202603,202604",ok,0,
"196|regulated_to_importer|490|410|391110|202508,202509,202510,202511,202512,202601,202602,202603,202604",ok,0,
"197|regulated_to_intermediary|156|276|391110|202508,202509,202510,202511,202512,202601,202602,202603,202604",ok,0,
"197|regulated_to_importer|156|410|391110|202508,202509,202510,202511,202512,202601,202602,202603,202604",ok,0,
"198|regulated_to_intermediary|156|380|7208|202511,202512,202601,202602,202603,202604,202605,202606,202607",ok,0,
"198|regulated_to_importer|156|410|7208|202511,202512,202601,202602,202603,202604,202605,202606,202607",ok,0,
"199|regulated_to_intermediary|156|616|7208|202511,202512,202601,202602,202603,202604,202605,202606,202607",ok,0,
"199|regulated_to_importer|156|410|7208|202511,202512,202601,202602,202603,202604,202605,202606,202607",ok,0,
"200|regulated_to_intermediary|156|826|291531|201203,201204,201205,201206,201207,201208,201209,201210,201211",ok,4,
"200|regulated_to_importer|156|410|291531|201203,201204,201205,201206,201207,201208,201209,201210,201211",ok,7,
"201|regulated_to_intermediary|392|699|291531|201203,201204,201205,201206,201207,201208,201209,201210,201211",ok,0,
"201|regulated_to_importer|392|410|291531|201203,201204,201205,201206,201207,201208,201209,201210,201211",ok,1,
"202|regulated_to_intermediary|699|842|392062|201205,201206,201207,201208,201209,201210,201211,201212,201301",ok,9,
"202|regulated_to_importer|699|410|392062|201205,201206,201207,201208,201209,201210,201211,201212,201301",ok,9,
"203|regulated_to_intermediary|156|158|392062|201205,201206,201207,201208,201209,201210,201211,201212,201301",ok,0,
"203|regulated_to_importer|156|410|392062|201205,201206,201207,201208,201209,201210,201211,201212,201301",ok,5,
"204|regulated_to_intermediary|156|392|4804|201204,201205,201206,201207,201208,201209,201210,201211,201212",ok,6,
"204|regulated_to_importer|156|410|4804|201204,201205,201206,201207,201208,201209,201210,201211,201212",ok,6,
"205|regulated_to_intermediary|156|616|4804|201204,201205,201206,201207,201208,201209,201210,201211,201212",ok,5,
"205|regulated_to_importer|156|410|4804|201204,201205,201206,201207,201208,201209,201210,201211,201212",ok,6,
"206|regulated_to_intermediary|392|251|761290|201301,201302,201303,201304,201305,201306,201307,201308,201309",ok,1,
"206|regulated_to_importer|392|410|761290|201301,201302,201303,201304,201305,201306,201307,201308,201309",ok,8,
"207|regulated_to_intermediary|392|702|7222|201311,201312,201401,201402,201403,201404,201405,201406,201407",ok,9,
"207|regulated_to_importer|392|410|7222|201311,201312,201401,201402,201403,201404,201405,201406,201407",ok,9,
"208|regulated_to_intermediary|458|276|5402|201312,201401,201402,201403,201404,201405,201406,201407,201408",ok,8,
"208|regulated_to_importer|458|410|5402|201312,201401,201402,201403,201404,201405,201406,201407,201408",ok,8,
"209|regulated_to_intermediary|458|704|5402|201312,201401,201402,201403,201404,201405,201406,201407,201408",ok,8,
"209|regulated_to_importer|458|410|5402|201312,201401,201402,201403,201404,201405,201406,201407,201408",ok,8,
"210|regulated_to_intermediary|458|757|5402|201312,201401,201402,201403,201404,201405,201406,201407,201408",ok,0,
"210|regulated_to_importer|458|410|5402|201312,201401,201402,201403,201404,201405,201406,201407,201408",ok,8,
