사건번호,품목,hs_code,규제국,후보국,분석시작월,sr_min,sr_best_lag,sr_risk
24,옵셋인쇄판,370130,중국,인도,2017.09,-0.6546536707079772,3,0.6546536707079772
24,옵셋인쇄판,370130,중국,홍콩,2017.09,-0.6546536707079772,1,0.6546536707079772
25,페로실리코망간,720230,베트남,네덜란드,2017.11,-0.6546536707079772,2,0.6546536707079772
25,페로실리코망간,720230,베트남,튀르키예,2017.11,-0.6546536707079772,0,0.6546536707079772
25,페로실리코망간,720230,인도,스페인,2017.11,-0.6546536707079772,2,0.6546536707079772
25,페로실리코망간,720230,인도,조지아,2017.11,-0.6546536707079772,1,0.6546536707079772
26,PET필름,392062,대만,아일랜드,2018.04,-0.6546536707079772,2,0.6546536707079772
26,PET필름,392062,대만,오스트리아,2018.04,-0.6546536707079772,3,0.6546536707079772
26,PET필름,392062,대만,페루,2018.04,-0.6546536707079772,0,0.6546536707079772
26,PET필름,392062,태국,스웨덴,2018.04,-0.6546536707079772,1,0.6546536707079772
26,PET필름,392062,태국,에쿠아도르,2018.04,-0.6546536707079772,2,0.6546536707079772
26,PET필름,392062,태국,오스트리아,2018.04,-0.6546536707079772,1,0.6546536707079772
26,PET필름,392062,태국,캐나다,2018.04,-0.6546536707079772,3,0.6546536707079772
26,PET필름,392062,태국,폴란드,2018.04,-0.6546536707079772,1,0.6546536707079772
27,아연도금철선,721720,중국,말레이시아,2018.08,-0.6546536707079772,2,0.6546536707079772
27,아연도금철선,721720,중국,멕시코,2018.08,-0.6546536707079772,1,0.6546536707079772
27,아연도금철선,721720,중국,브라질,2018.08,-0.6546536707079772,2,0.6546536707079772
27,아연도금철선,721720,중국,프랑스,2018.08,-0.6546536707079772,1,0.6546536707079772
28,플로트판유리(3차재심),7005,중국,러시아 연방,2018.08,-0.6546536707079772,2,0.6546536707079772
28,플로트판유리(3차재심),7005,중국,루마니아,2018.08,-0.6546536707079772,2,0.6546536707079772
28,플로트판유리(3차재심),7005,중국,베트남,2018.08,-0.6546536707079772,3,0.6546536707079772
28,플로트판유리(3차재심),7005,중국,싱가포르,2018.08,-0.6546536707079772,1,0.6546536707079772
28,플로트판유리(3차재심),7005,중국,이집트,2018.08,-0.6546536707079772,1,0.6546536707079772
29,초산에틸(3차재심),291531,일본,체코공화국,2019.07,-0.6546536707079772,2,0.6546536707079772
29,초산에틸(3차재심),291531,중국,체코공화국,2019.07,-0.6546536707079772,2,0.6546536707079772
31,OPP필름(1차재심),392020,인도네시아,벨기에,2019.08,-0.6546536707079772,3,0.6546536707079772
31,OPP필름(1차재심),392020,인도네시아,아르헨티나,2019.08,-0.6546536707079772,1,0.6546536707079772
31,OPP필름(1차재심),392020,인도네시아,카타르,2019.08,-0.6546536707079772,1,0.6546536707079772
31,OPP필름(1차재심),392020,인도네시아,핀란드,2019.08,-0.6546536707079772,2,0.6546536707079772
31,OPP필름(1차재심),392020,중국,벨기에,2019.08,-0.6546536707079772,3,0.6546536707079772
31,OPP필름(1차재심),392020,중국,아르헨티나,2019.08,-0.6546536707079772,1,0.6546536707079772
31,OPP필름(1차재심),392020,중국,카타르,2019.08,-0.6546536707079772,1,0.6546536707079772
31,OPP필름(1차재심),392020,중국,핀란드,2019.08,-0.6546536707079772,2,0.6546536707079772
31,OPP필름(1차재심),392020,태국,벨기에,2019.08,-0.6546536707079772,3,0.6546536707079772
31,OPP필름(1차재심),392020,태국,아르헨티나,2019.08,-0.6546536707079772,1,0.6546536707079772
31,OPP필름(1차재심),392020,태국,카타르,2019.08,-0.6546536707079772,1,0.6546536707079772
31,OPP필름(1차재심),392020,태국,핀란드,2019.08,-0.6546536707079772,2,0.6546536707079772
33,스테인리스 스틸바,7222,일본,남아프리카공화국,2020.05,-0.6546536707079772,3,0.6546536707079772
33,스테인리스 스틸바,7222,일본,노르웨이,2020.05,-0.6546536707079772,3,0.6546536707079772
33,스테인리스 스틸바,7222,일본,멕시코,2020.05,-0.6546536707079772,1,0.6546536707079772
33,스테인리스 스틸바,7222,일본,슬로베니아,2020.05,-0.6546536707079772,2,0.6546536707079772
33,스테인리스 스틸바,7222,일본,캐나다,2020.05,-0.6546536707079772,1,0.6546536707079772
34,합판,4412,말레이시아,니카라과,2020.11,-0.6546536707079772,2,0.6546536707079772
34,합판,4412,말레이시아,스위스,2020.11,-0.6546536707079772,0,0.6546536707079772
34,합판,4412,말레이시아,우크라이나,2020.11,-0.6546536707079772,0,0.6546536707079772
34,합판,4412,말레이시아,태국,2020.11,-0.6546536707079772,0,0.6546536707079772
34,합판,4412,말레이시아,튀르키예,2020.11,-0.6546536707079772,0,0.6546536707079772
34,합판,4412,말레이시아,폴란드,2020.11,-0.6546536707079772,1,0.6546536707079772
35,합판,4412,중국,니카라과,2020.11,-0.6546536707079772,1,0.6546536707079772
35,합판,4412,중국,오스트리아,2020.11,-0.6546536707079772,3,0.6546536707079772
35,합판,4412,중국,폴란드,2020.11,-0.6546536707079772,0,0.6546536707079772
36,합판,4412,베트남,덴마크,2020.11,-0.6546536707079772,3,0.6546536707079772
36,합판,4412,베트남,벨라루스,2020.11,-0.6546536707079772,1,0.6546536707079772
36,합판,4412,베트남,영국,2020.11,-0.6546536707079772,3,0.6546536707079772
36,합판,4412,베트남,오스트리아,2020.11,-0.6546536707079772,1,0.6546536707079772
37,스테인리스스틸바,7222,스페인,남아프리카공화국,2021.01,-0.6546536707079772,3,0.6546536707079772
37,스테인리스스틸바,7222,스페인,룩셈부르그,2021.01,-0.6546536707079772,0,0.6546536707079772
37,스테인리스스틸바,7222,스페인,벨기에,2021.01,-0.6546536707079772,2,0.6546536707079772
37,스테인리스스틸바,7222,스페인,싱가포르,2021.01,-0.6546536707079772,3,0.6546536707079772
37,스테인리스스틸바,7222,스페인,태국,2021.01,-0.6546536707079772,3,0.6546536707079772
37,스테인리스스틸바,7222,스페인,홍콩,2021.01,-0.6546536707079772,2,0.6546536707079772
37,스테인리스스틸바,7222,인도,남아프리카공화국,2021.01,-0.6546536707079772,3,0.6546536707079772
37,스테인리스스틸바,7222,인도,룩셈부르그,2021.01,-0.6546536707079772,0,0.6546536707079772
37,스테인리스스틸바,7222,인도,벨기에,2021.01,-0.6546536707079772,2,0.6546536707079772
37,스테인리스스틸바,7222,인도,싱가포르,2021.01,-0.6546536707079772,3,0.6546536707079772
37,스테인리스스틸바,7222,인도,태국,2021.01,-0.6546536707079772,3,0.6546536707079772
37,스테인리스스틸바,7222,인도,홍콩,2021.01,-0.6546536707079772,2,0.6546536707079772
37,스테인리스스틸바,7222,일본,룩셈부르그,2021.01,-0.6546536707079772,1,0.6546536707079772
37,스테인리스스틸바,7222,일본,홍콩,2021.01,-0.6546536707079772,3,0.6546536707079772
38,인쇄제판용 평면모양 사진 플레이트(옵셋 인쇄판),370130,중국,이탈리아,2021.05,-0.6546536707079772,2,0.6546536707079772
39,PET필름,392062,대만,포루투갈,2021.12,-0.6546536707079772,3,0.6546536707079772
39,PET필름,392062,태국,포루투갈,2021.12,-0.6546536707079772,3,0.6546536707079772
40,플로트판유리,7005,중국,덴마크,2022.04,-0.6546536707079772,0,0.6546536707079772
40,플로트판유리,7005,중국,스페인,2022.04,-0.6546536707079772,1,0.6546536707079772
40,플로트판유리,7005,중국,영국,2022.04,-0.6546536707079772,3,0.6546536707079772
40,플로트판유리,7005,중국,이스라엘,2022.04,-0.6546536707079772,3,0.6546536707079772
40,플로트판유리,7005,중국,폴란드,2022.04,-0.6546536707079772,3,0.6546536707079772
40,플로트판유리,7005,중국,필리핀,2022.04,-0.6546536707079772,0,0.6546536707079772
42,부틸글리콜에테르,290943,미국,베트남,2022.07,-0.6546536707079772,1,0.6546536707079772
44,이음매없는동관,7411,베트남,대만,2023.03,-0.6546536707079772,2,0.6546536707079772
44,이음매없는동관,7411,베트남,아일랜드,2023.03,-0.6546536707079772,2,0.6546536707079772
44,이음매없는동관,7411,베트남,카타르,2023.03,-0.6546536707079772,3,0.6546536707079772
44,이음매없는동관,7411,중국,대만,2023.03,-0.6546536707079772,2,0.6546536707079772
44,이음매없는동관,7411,중국,아일랜드,2023.03,-0.6546536707079772,2,0.6546536707079772
44,이음매없는동관,7411,중국,카타르,2023.03,-0.6546536707079772,3,0.6546536707079772
45,폴리아미드필름,392092,중국,스위스,2023.02,-0.6546536707079772,1,0.6546536707079772
45,폴리아미드필름,392092,중국,핀란드,2023.02,-0.6546536707079772,2,0.6546536707079772
46,수산화알루미늄,281830,중국,체코공화국,2023.04,-0.6546536707079772,2,0.6546536707079772
46,수산화알루미늄,281830,중국,폴란드,2023.04,-0.6546536707079772,3,0.6546536707079772
46,수산화알루미늄,281830,중국,헝가리,2023.04,-0.6546536707079772,2,0.6546536707079772
47,페로실리코망간,720230,베트남,브라질,2023.07,-0.6546536707079772,3,0.6546536707079772
47,페로실리코망간,720230,베트남,조지아,2023.07,-0.6546536707079772,3,0.6546536707079772
47,페로실리코망간,720230,베트남,홍콩,2023.07,-0.6546536707079772,3,0.6546536707079772
47,페로실리코망간,720230,인도,브라질,2023.07,-0.6546536707079772,3,0.6546536707079772
47,페로실리코망간,720230,인도,조지아,2023.07,-0.6546536707079772,3,0.6546536707079772
47,페로실리코망간,720230,인도,홍콩,2023.07,-0.6546536707079772,3,0.6546536707079772
48,도공(coated) 인쇄용지,4810,일본,남아프리카공화국,2024.03,-0.6546536707079772,3,0.6546536707079772
48,도공(coated) 인쇄용지,4810,일본,미얀마,2024.03,-0.6546536707079772,2,0.6546536707079772
48,도공(coated) 인쇄용지,4810,일본,브라질,2024.03,-0.6546536707079772,3,0.6546536707079772
48,도공(coated) 인쇄용지,4810,일본,세이쉘,2024.03,-0.6546536707079772,0,0.6546536707079772
48,도공(coated) 인쇄용지,4810,일본,튀르키예,2024.03,-0.6546536707079772,0,0.6546536707079772
48,도공(coated) 인쇄용지,4810,일본,포루투갈,2024.03,-0.6546536707079772,2,0.6546536707079772
48,도공(coated) 인쇄용지,4810,일본,호주,2024.03,-0.6546536707079772,1,0.6546536707079772
48,도공(coated) 인쇄용지,4810,중국,남아프리카공화국,2024.03,-0.6546536707079772,3,0.6546536707079772
48,도공(coated) 인쇄용지,4810,중국,멕시코,2024.03,-0.6546536707079772,3,0.6546536707079772
48,도공(coated) 인쇄용지,4810,중국,미얀마,2024.03,-0.6546536707079772,2,0.6546536707079772
48,도공(coated) 인쇄용지,4810,중국,브라질,2024.03,-0.6546536707079772,3,0.6546536707079772
48,도공(coated) 인쇄용지,4810,중국,세이쉘,2024.03,-0.6546536707079772,0,0.6546536707079772
48,도공(coated) 인쇄용지,4810,중국,튀르키예,2024.03,-0.6546536707079772,0,0.6546536707079772
48,도공(coated) 인쇄용지,4810,중국,포루투갈,2024.03,-0.6546536707079772,2,0.6546536707079772
48,도공(coated) 인쇄용지,4810,중국,호주,2024.03,-0.6546536707079772,1,0.6546536707079772
48,도공(coated) 인쇄용지,4810,핀란드,남아프리카공화국,2024.03,-0.6546536707079772,1,0.6546536707079772
48,도공(coated) 인쇄용지,4810,핀란드,몽골,2024.03,-0.6546536707079772,3,0.6546536707079772
48,도공(coated) 인쇄용지,4810,핀란드,미얀마,2024.03,-0.6546536707079772,0,0.6546536707079772
48,도공(coated) 인쇄용지,4810,핀란드,벨기에,2024.03,-0.6546536707079772,2,0.6546536707079772
48,도공(coated) 인쇄용지,4810,핀란드,브라질,2024.03,-0.6546536707079772,1,0.6546536707079772
48,도공(coated) 인쇄용지,4810,핀란드,캐나다,2024.03,-0.6546536707079772,0,0.6546536707079772
48,도공(coated) 인쇄용지,4810,핀란드,콜롬비아,2024.03,-0.6546536707079772,2,0.6546536707079772
48,도공(coated) 인쇄용지,4810,핀란드,포루투갈,2024.03,-0.6546536707079772,0,0.6546536707079772
49,백시멘트,252321,이집트,중국,2024.04,-0.6546536707079772,0,0.6546536707079772
50,합판,4412,중국,노르웨이,2024.07,-0.6546536707079772,2,0.6546536707079772
50,합판,4412,중국,대만,2024.07,-0.6546536707079772,2,0.6546536707079772
50,합판,4412,중국,이집트,2024.07,-0.6546536707079772,1,0.6546536707079772
51,합판,4412,말레이시아,노르웨이,2024.07,-0.6546536707079772,2,0.6546536707079772
51,합판,4412,말레이시아,대만,2024.07,-0.6546536707079772,2,0.6546536707079772
51,합판,4412,말레이시아,이집트,2024.07,-0.6546536707079772,1,0.6546536707079772
52,합판,4412,베트남,노르웨이,2024.07,-0.6546536707079772,2,0.6546536707079772
52,합판,4412,베트남,대만,2024.07,-0.6546536707079772,2,0.6546536707079772
52,합판,4412,베트남,이집트,2024.07,-0.6546536707079772,1,0.6546536707079772
53,PET수지,390761,중국,멕시코,2024.11,-0.6546536707079772,2,0.6546536707079772
53,PET수지,390761,중국,미국,2024.11,-0.6546536707079772,0,0.6546536707079772
53,PET수지,390761,중국,스페인,2024.11,-0.6546536707079772,2,0.6546536707079772
53,PET수지,390761,중국,오만,2024.11,-0.6546536707079772,2,0.6546536707079772
53,PET수지,390761,중국,폴란드,2024.11,-0.6546536707079772,2,0.6546536707079772
54,OPP필름,392020,중국,멕시코,2025.04,-0.6546536707079772,0,0.6546536707079772
54,OPP필름,392020,중국,바레인,2025.04,-0.6546536707079772,3,0.6546536707079772
54,OPP필름,392020,중국,스위스,2025.04,-0.6546536707079772,2,0.6546536707079772
54,OPP필름,392020,중국,이스라엘,2025.04,-0.6546536707079772,1,0.6546536707079772
54,OPP필름,392020,중국,이집트,2025.04,-0.6546536707079772,1,0.6546536707079772
54,OPP필름,392020,중국,케냐,2025.04,-0.6546536707079772,0,0.6546536707079772
54,OPP필름,392020,중국,필리핀,2025.04,-0.6546536707079772,0,0.6546536707079772
54,OPP필름,392020,태국,바레인,2025.04,-0.6546536707079772,2,0.6546536707079772
54,OPP필름,392020,태국,스위스,2025.04,-0.6546536707079772,1,0.6546536707079772
54,OPP필름,392020,태국,이스라엘,2025.04,-0.6546536707079772,0,0.6546536707079772
54,OPP필름,392020,태국,이집트,2025.04,-0.6546536707079772,0,0.6546536707079772
54,OPP필름,392020,태국,핀란드,2025.04,-0.6546536707079772,1,0.6546536707079772
55,스테인리스강 냉간압연제품,7220,베트남,멕시코,2025.07,-0.6546536707079772,3,0.6546536707079772
55,스테인리스강 냉간압연제품,7220,베트남,브라질,2025.07,-0.6546536707079772,3,0.6546536707079772
55,스테인리스강 냉간압연제품,7220,베트남,체코공화국,2025.07,-0.6546536707079772,3,0.6546536707079772
56,석유수지,391110,대만,말레이시아,2025.08,-0.6546536707079772,2,0.6546536707079772
56,석유수지,391110,대만,벨기에,2025.08,-0.6546536707079772,2,0.6546536707079772
56,석유수지,391110,대만,스페인,2025.08,-0.6546536707079772,3,0.6546536707079772
56,석유수지,391110,중국,말레이시아,2025.08,-0.6546536707079772,2,0.6546536707079772
56,석유수지,391110,중국,벨기에,2025.08,-0.6546536707079772,2,0.6546536707079772
56,석유수지,391110,중국,스페인,2025.08,-0.6546536707079772,3,0.6546536707079772
59,탄소강과 그밖의 합금강 열간압연 후판제품,7208,중국,캐나다,2025.11,-0.6546536707079772,0,0.6546536707079772
46,수산화알루미늄,281830,호주,덴마크,2023.04,-0.6470588235294118,2,0.6470588235294118
2,크라프트지(1차재심),4804,인도네시아,이탈리아,2012.04,-0.6465790872963896,3,0.6465790872963896
17,초산에틸(2차재심),291531,싱가포르,남아프리카공화국,2015.11,-0.6465790872963896,2,0.6465790872963896
43,부틸글리콜에테르,290943,사우디아라비아,중국,2022.09,-0.6465790872963896,1,0.6465790872963896
2,크라프트지(1차재심),4804,중국,체코공화국,2012.04,-0.6377481392176932,2,0.6377481392176932
6,스테인레스스틸바(2차재심),7222,스페인,대만,2013.11,-0.6377481392176932,3,0.6377481392176932
9,OPP필름,392020,인도네시아,이탈리아,2013.12,-0.6377481392176932,0,0.6377481392176932
32,PET필름(3차재심),392062,인도,이탈리아,2019.09,-0.6377481392176932,1,0.6377481392176932
32,PET필름(3차재심),392062,인도,홍콩,2019.09,-0.6377481392176932,3,0.6377481392176932
37,스테인리스스틸바,7222,스페인,체코공화국,2021.01,-0.6377481392176932,1,0.6377481392176932
37,스테인리스스틸바,7222,일본,체코공화국,2021.01,-0.6377481392176932,1,0.6377481392176932
44,이음매없는동관,7411,중국,체코공화국,2023.03,-0.6377481392176932,3,0.6377481392176932
46,수산화알루미늄,281830,호주,인도네시아,2023.04,-0.6377481392176932,1,0.6377481392176932
52,합판,4412,베트남,칠레,2024.07,-0.6377481392176932,3,0.6377481392176932
55,스테인리스강 냉간압연제품,7220,베트남,벨기에,2025.07,-0.6377481392176932,3,0.6377481392176932
2,크라프트지(1차재심),4804,캐나다,이탈리아,2012.04,-0.6375355777548621,3,0.6375355777548621
5,염화콜린(2차재심),292310,중국,벨기에,2013.08,-0.6375355777548621,1,0.6375355777548621
13,공기압 전송용 밸브,848120,일본,캐나다,2015.08,-0.6375355777548621,2,0.6375355777548621
26,PET필름,392062,태국,싱가포르,2018.04,-0.6375355777548621,3,0.6375355777548621
28,플로트판유리(3차재심),7005,중국,필리핀,2018.08,-0.6375355777548621,2,0.6375355777548621
21,부틸글리콜에테르,290943,프랑스,싱가포르,2016.12,-0.632455532033676,2,0.632455532033676
46,수산화알루미늄,281830,호주,프랑스,2023.04,-0.6176470588235294,0,0.6176470588235294
0,초산에틸(1차재심),291531,일본,영국,2012.03,-0.6172133998483678,2,0.6172133998483678
13,공기압 전송용 밸브,848120,일본,아일랜드,2015.08,-0.6172133998483678,1,0.6172133998483678
36,합판,4412,베트남,싱가포르,2020.11,-0.6172133998483678,0,0.6172133998483678
21,부틸글리콜에테르,290943,미국,일본,2016.12,-0.6087595874350709,0,0.6087595874350709
0,초산에틸(1차재심),291531,중국,남아프리카공화국,2012.03,-0.6,3,0.6
1,PET필름(1차재심),392062,중국,독일,2012.05,-0.6,3,0.6
1,PET필름(1차재심),392062,중국,미국,2012.05,-0.6,3,0.6
1,PET필름(1차재심),392062,중국,아랍에미리트 연합,2012.05,-0.6,3,0.6
1,PET필름(1차재심),392062,중국,영국,2012.05,-0.6,1,0.6
1,PET필름(1차재심),392062,중국,일본,2012.05,-0.6,1,0.6
2,크라프트지(1차재심),4804,미국,네덜란드,2012.04,-0.6,1,0.6
2,크라프트지(1차재심),4804,미국,영국,2012.04,-0.6,3,0.6
2,크라프트지(1차재심),4804,미국,프랑스,2012.04,-0.6,1,0.6
2,크라프트지(1차재심),4804,미국,핀란드,2012.04,-0.6,3,0.6
2,크라프트지(1차재심),4804,중국,네덜란드,2012.04,-0.6,2,0.6
2,크라프트지(1차재심),4804,캐나다,영국,2012.04,-0.6,3,0.6
4,알루미늄 보틀캔,761290,일본,대만,2013.01,-0.6,0,0.6
6,스테인레스스틸바(2차재심),7222,일본,미국,2013.11,-0.6,3,0.6
6,스테인레스스틸바(2차재심),7222,일본,중국,2013.11,-0.6,0,0.6
7,합판,4412,중국,대만,2013.11,-0.6,3,0.6
7,합판,4412,중국,독일,2013.11,-0.6,3,0.6
7,합판,4412,중국,에스토니아,2013.11,-0.6,1,0.6
7,합판,4412,중국,인도네시아,2013.11,-0.6,3,0.6
8,폴리에스테르 장섬유 연신가공사(2차재심),5402,대만,베트남,2013.12,-0.6,1,0.6
8,폴리에스테르 장섬유 연신가공사(2차재심),5402,대만,스위스,2013.12,-0.6,0,0.6
8,폴리에스테르 장섬유 연신가공사(2차재심),5402,대만,싱가포르,2013.12,-0.6,2,0.6
8,폴리에스테르 장섬유 연신가공사(2차재심),5402,중국,베트남,2013.12,-0.6,0,0.6
9,OPP필름,392020,중국,독일,2013.12,-0.6,2,0.6
9,OPP필름,392020,태국,일본,2013.12,-0.6,2,0.6
10,합판(1차재심),4412,말레이시아,독일,2014.09,-0.6,1,0.6
10,합판(1차재심),4412,말레이시아,러시아 연방,2014.09,-0.6,1,0.6
10,합판(1차재심),4412,말레이시아,오스트리아,2014.09,-0.6,1,0.6
12,플로트판유리(2차재심),7005,중국,일본,2015.01,-0.6,2,0.6
13,공기압 전송용 밸브,848120,일본,영국,2015.08,-0.6,1,0.6
14,합판(신규공급자조사),4412,중국,말레이시아,2014.02,-0.6,0,0.6
14,합판(신규공급자조사),4412,중국,핀란드,2014.02,-0.6,2,0.6
15,합판(신규공급자조사),4412,중국,말레이시아,2014.02,-0.6,0,0.6
15,합판(신규공급자조사),4412,중국,핀란드,2014.02,-0.6,2,0.6
16,합판(신규공급자조사),4412,중국,말레이시아,2014.02,-0.6,0,0.6
16,합판(신규공급자조사),4412,중국,핀란드,2014.02,-0.6,2,0.6
19,PET필름(2차재심),392062,인도,일본,2016.01,-0.6,3,0.6
22,합판(2차재심),4412,말레이시아,라트비아,2017.05,-0.6,3,0.6
22,합판(2차재심),4412,말레이시아,러시아 연방,2017.05,-0.6,1,0.6
22,합판(2차재심),4412,말레이시아,인도네시아,2017.05,-0.6,1,0.6
23,합판(1차재심),4412,중국,라트비아,2017.05,-0.6,3,0.6
24,옵셋인쇄판,370130,중국,브라질,2017.09,-0.6,3,0.6
25,페로실리코망간,720230,베트남,말레이시아,2017.11,-0.6,0,0.6
26,PET필름,392062,대만,일본,2018.04,-0.6,3,0.6
26,PET필름,392062,태국,독일,2018.04,-0.6,0,0.6
26,PET필름,392062,태국,영국,2018.04,-0.6,2,0.6
28,플로트판유리(3차재심),7005,중국,미국,2018.08,-0.6,2,0.6
29,초산에틸(3차재심),291531,중국,독일,2019.07,-0.6,1,0.6
31,OPP필름(1차재심),392020,인도네시아,말레이시아,2019.08,-0.6,2,0.6
32,PET필름(3차재심),392062,인도,대만,2019.09,-0.6,1,0.6
32,PET필름(3차재심),392062,중국,벨기에,2019.09,-0.6,2,0.6
33,스테인리스 스틸바,7222,일본,영국,2020.05,-0.6,3,0.6
34,합판,4412,말레이시아,헝가리,2020.11,-0.6,2,0.6
36,합판,4412,베트남,이탈리아,2020.11,-0.6,1,0.6
36,합판,4412,베트남,일본,2020.11,-0.6,0,0.6
36,합판,4412,베트남,핀란드,2020.11,-0.6,0,0.6
36,합판,4412,베트남,헝가리,2020.11,-0.6,0,0.6
37,스테인리스스틸바,7222,일본,네덜란드,2021.01,-0.6,3,0.6
39,PET필름,392062,대만,베트남,2021.12,-0.6,0,0.6
39,PET필름,392062,대만,프랑스,2021.12,-0.6,3,0.6
39,PET필름,392062,태국,베트남,2021.12,-0.6,0,0.6
39,PET필름,392062,태국,프랑스,2021.12,-0.6,3,0.6
44,이음매없는동관,7411,베트남,태국,2023.03,-0.6,0,0.6
44,이음매없는동관,7411,중국,태국,2023.03,-0.6,1,0.6
46,수산화알루미늄,281830,중국,일본,2023.04,-0.6,2,0.6
48,도공(coated) 인쇄용지,4810,중국,영국,2024.03,-0.6,2,0.6
48,도공(coated) 인쇄용지,4810,중국,인도,2024.03,-0.6,2,0.6
48,도공(coated) 인쇄용지,4810,핀란드,베트남,2024.03,-0.6,1,0.6
48,도공(coated) 인쇄용지,4810,핀란드,싱가포르,2024.03,-0.6,2,0.6
51,합판,4412,말레이시아,중국,2024.07,-0.6,3,0.6
52,합판,4412,베트남,루마니아,2024.07,-0.6,3,0.6
52,합판,4412,베트남,인도네시아,2024.07,-0.6,2,0.6
53,PET수지,390761,중국,필리핀,2024.11,-0.6,3,0.6
54,OPP필름,392020,중국,미국,2025.04,-0.6,1,0.6
54,OPP필름,392020,중국,베트남,2025.04,-0.6,1,0.6
54,OPP필름,392020,중국,이탈리아,2025.04,-0.6,2,0.6
54,OPP필름,392020,태국,이탈리아,2025.04,-0.6,0,0.6
54,OPP필름,392020,태국,일본,2025.04,-0.6,1,0.6
55,스테인리스강 냉간압연제품,7220,베트남,스웨덴,2025.07,-0.6,2,0.6
56,석유수지,391110,중국,싱가포르,2025.08,-0.6,1,0.6
59,탄소강과 그밖의 합금강 열간압연 후판제품,7208,중국,대만,2025.11,-0.6,0,0.6
59,탄소강과 그밖의 합금강 열간압연 후판제품,7208,중국,벨기에,2025.11,-0.6,0,0.6
2,크라프트지(1차재심),4804,미국,남아프리카공화국,2012.04,-0.5797710356524484,1,0.5797710356524484
6,스테인레스스틸바(2차재심),7222,인도,노르웨이,2013.11,-0.5797710356524484,2,0.5797710356524484
8,폴리에스테르 장섬유 연신가공사(2차재심),5402,대만,홍콩,2013.12,-0.5797710356524484,1,0.5797710356524484
9,OPP필름,392020,인도네시아,오스트리아,2013.12,-0.5797710356524484,1,0.5797710356524484
11,두꺼운 PET필름,392062,일본,파키스탄,2014.12,-0.5797710356524484,0,0.5797710356524484
26,PET필름,392062,태국,기타국,2018.04,-0.5797710356524484,0,0.5797710356524484
26,PET필름,392062,태국,프랑스,2018.04,-0.5797710356524484,3,0.5797710356524484
32,PET필름(3차재심),392062,중국,핀란드,2019.09,-0.5797710356524484,1,0.5797710356524484
33,스테인리스 스틸바,7222,일본,포루투갈,2020.05,-0.5797710356524484,3,0.5797710356524484
46,수산화알루미늄,281830,중국,베트남,2023.04,-0.5797710356524484,3,0.5797710356524484
50,합판,4412,중국,스페인,2024.07,-0.5797710356524484,1,0.5797710356524484
1,PET필름(1차재심),392062,중국,오스트리아,2012.05,-0.5768179036829705,1,0.5768179036829705
2,크라프트지(1차재심),4804,중국,이탈리아,2012.04,-0.5768179036829705,2,0.5768179036829705
8,폴리에스테르 장섬유 연신가공사(2차재심),5402,중국,홍콩,2013.12,-0.5768179036829705,3,0.5768179036829705
10,합판(1차재심),4412,말레이시아,루마니아,2014.09,-0.5768179036829705,3,0.5768179036829705
22,합판(2차재심),4412,말레이시아,네덜란드,2017.05,-0.5768179036829705,2,0.5768179036829705
22,합판(2차재심),4412,말레이시아,미얀마,2017.05,-0.5768179036829705,1,0.5768179036829705
22,합판(2차재심),4412,말레이시아,영국,2017.05,-0.5768179036829705,2,0.5768179036829705
32,PET필름(3차재심),392062,중국,네덜란드,2019.09,-0.5768179036829705,3,0.5768179036829705
39,PET필름,392062,대만,이스라엘,2021.12,-0.5768179036829705,2,0.5768179036829705
39,PET필름,392062,태국,이스라엘,2021.12,-0.5768179036829705,2,0.5768179036829705
48,도공(coated) 인쇄용지,4810,핀란드,덴마크,2024.03,-0.5768179036829705,2,0.5768179036829705
54,OPP필름,392020,태국,벨기에,2025.04,-0.5768179036829705,3,0.5768179036829705
54,OPP필름,392020,태국,스페인,2025.04,-0.5768179036829705,0,0.5768179036829705
5,염화콜린(2차재심),292310,미국,영국,2013.08,-0.5659453309702792,0,0.5659453309702792
2,크라프트지(1차재심),4804,미국,에스토니아,2012.04,-0.5507824838698261,2,0.5507824838698261
4,알루미늄 보틀캔,761290,일본,네덜란드,2013.01,-0.5507824838698261,1,0.5507824838698261
26,PET필름,392062,태국,인도,2018.04,-0.5507824838698261,3,0.5507824838698261
33,스테인리스 스틸바,7222,일본,네덜란드,2020.05,-0.5507824838698261,3,0.5507824838698261
35,합판,4412,중국,스페인,2020.11,-0.5507824838698261,0,0.5507824838698261
44,이음매없는동관,7411,중국,필리핀,2023.03,-0.5507824838698261,3,0.5507824838698261
45,폴리아미드필름,392092,중국,러시아 연방,2023.02,-0.5507824838698261,0,0.5507824838698261
46,수산화알루미늄,281830,중국,덴마크,2023.04,-0.5507824838698261,3,0.5507824838698261
52,합판,4412,베트남,벨기에,2024.07,-0.5507824838698261,3,0.5507824838698261
55,스테인리스강 냉간압연제품,7220,베트남,스위스,2025.07,-0.5507824838698261,3,0.5507824838698261
56,석유수지,391110,대만,태국,2025.08,-0.5507824838698261,3,0.5507824838698261
46,수산화알루미늄,281830,호주,일본,2023.04,-0.550782483869826,1,0.550782483869826
1,PET필름(1차재심),392062,인도,영국,2012.05,-0.5428571428571429,1,0.5428571428571429
1,PET필름(1차재심),392062,인도,일본,2012.05,-0.5428571428571429,1,0.5428571428571429
1,PET필름(1차재심),392062,인도,태국,2012.05,-0.5428571428571429,3,0.5428571428571429
