사건번호,품목,hs_code,규제국,후보국,분석시작월,sr_min,sr_best_lag,sr_risk
2,크라프트지(1차재심),4804,중국,호주,2012.04,-0.7142857142857143,0,0.7142857142857143
2,크라프트지(1차재심),4804,캐나다,뉴질랜드,2012.04,-0.7142857142857143,3,0.7142857142857143
8,폴리에스테르 장섬유 연신가공사(2차재심),5402,대만,캐나다,2013.12,-0.7142857142857143,3,0.7142857142857143
8,폴리에스테르 장섬유 연신가공사(2차재심),5402,말레이시아,캐나다,2013.12,-0.7142857142857143,3,0.7142857142857143
9,OPP필름,392020,인도네시아,프랑스,2013.12,-0.7142857142857143,1,0.7142857142857143
9,OPP필름,392020,중국,영국,2013.12,-0.7142857142857143,0,0.7142857142857143
9,OPP필름,392020,중국,인도,2013.12,-0.7142857142857143,2,0.7142857142857143
10,합판(1차재심),4412,말레이시아,인도네시아,2014.09,-0.7142857142857143,1,0.7142857142857143
11,두꺼운 PET필름,392062,일본,아랍에미리트 연합,2014.12,-0.7142857142857143,2,0.7142857142857143
13,공기압 전송용 밸브,848120,일본,노르웨이,2015.08,-0.7142857142857143,3,0.7142857142857143
13,공기압 전송용 밸브,848120,일본,독일,2015.08,-0.7142857142857143,1,0.7142857142857143
13,공기압 전송용 밸브,848120,일본,벨기에,2015.08,-0.7142857142857143,1,0.7142857142857143
13,공기압 전송용 밸브,848120,일본,스웨덴,2015.08,-0.7142857142857143,1,0.7142857142857143
19,PET필름(2차재심),392062,인도,튀르키예,2016.01,-0.7142857142857143,2,0.7142857142857143
20,침엽수 합판,441232,중국,라트비아,2016.03,-0.7142857142857143,1,0.7142857142857143
22,합판(2차재심),4412,말레이시아,스웨덴,2017.05,-0.7142857142857143,1,0.7142857142857143
23,합판(1차재심),4412,중국,미국,2017.05,-0.7142857142857143,1,0.7142857142857143
23,합판(1차재심),4412,중국,베트남,2017.05,-0.7142857142857143,1,0.7142857142857143
26,PET필름,392062,태국,미국,2018.04,-0.7142857142857143,0,0.7142857142857143
26,PET필름,392062,태국,베트남,2018.04,-0.7142857142857143,3,0.7142857142857143
29,초산에틸(3차재심),291531,일본,독일,2019.07,-0.7142857142857143,2,0.7142857142857143
31,OPP필름(1차재심),392020,인도네시아,일본,2019.08,-0.7142857142857143,2,0.7142857142857143
31,OPP필름(1차재심),392020,태국,영국,2019.08,-0.7142857142857143,2,0.7142857142857143
32,PET필름(3차재심),392062,인도,말레이시아,2019.09,-0.7142857142857143,2,0.7142857142857143
32,PET필름(3차재심),392062,중국,대만,2019.09,-0.7142857142857143,1,0.7142857142857143
32,PET필름(3차재심),392062,중국,바레인,2019.09,-0.7142857142857143,2,0.7142857142857143
33,스테인리스 스틸바,7222,일본,독일,2020.05,-0.7142857142857143,3,0.7142857142857143
33,스테인리스 스틸바,7222,일본,이탈리아,2020.05,-0.7142857142857143,3,0.7142857142857143
34,합판,4412,말레이시아,에스토니아,2020.11,-0.7142857142857143,2,0.7142857142857143
35,합판,4412,중국,러시아 연방,2020.11,-0.7142857142857143,1,0.7142857142857143
35,합판,4412,중국,루마니아,2020.11,-0.7142857142857143,0,0.7142857142857143
35,합판,4412,중국,베트남,2020.11,-0.7142857142857143,3,0.7142857142857143
35,합판,4412,중국,벨기에,2020.11,-0.7142857142857143,2,0.7142857142857143
35,합판,4412,중국,헝가리,2020.11,-0.7142857142857143,1,0.7142857142857143
36,합판,4412,베트남,독일,2020.11,-0.7142857142857143,0,0.7142857142857143
37,스테인리스스틸바,7222,스페인,독일,2021.01,-0.7142857142857143,3,0.7142857142857143
37,스테인리스스틸바,7222,스페인,베트남,2021.01,-0.7142857142857143,1,0.7142857142857143
37,스테인리스스틸바,7222,스페인,오스트리아,2021.01,-0.7142857142857143,3,0.7142857142857143
37,스테인리스스틸바,7222,인도,중국,2021.01,-0.7142857142857143,0,0.7142857142857143
37,스테인리스스틸바,7222,일본,오스트리아,2021.01,-0.7142857142857143,0,0.7142857142857143
45,폴리아미드필름,392092,중국,일본,2023.02,-0.7142857142857143,2,0.7142857142857143
46,수산화알루미늄,281830,중국,인도,2023.04,-0.7142857142857143,3,0.7142857142857143
47,페로실리코망간,720230,베트남,말레이시아,2023.07,-0.7142857142857143,1,0.7142857142857143
48,도공(coated) 인쇄용지,4810,일본,영국,2024.03,-0.7142857142857143,1,0.7142857142857143
48,도공(coated) 인쇄용지,4810,일본,필리핀,2024.03,-0.7142857142857143,0,0.7142857142857143
48,도공(coated) 인쇄용지,4810,중국,뉴질랜드,2024.03,-0.7142857142857143,1,0.7142857142857143
48,도공(coated) 인쇄용지,4810,중국,말레이시아,2024.03,-0.7142857142857143,1,0.7142857142857143
50,합판,4412,중국,러시아 연방,2024.07,-0.7142857142857143,3,0.7142857142857143
54,OPP필름,392020,태국,영국,2025.04,-0.7142857142857143,1,0.7142857142857143
44,이음매없는동관,7411,중국,프랑스,2023.03,-0.7061878636037996,2,0.7061878636037996
1,PET필름(1차재심),392062,중국,이탈리아,2012.05,-0.6982532518267538,1,0.6982532518267538
3,폴리에스터 장섬유 부분연신사(1차재심),540246,중국,인도,2012.07,-0.6982532518267538,1,0.6982532518267538
6,스테인레스스틸바(2차재심),7222,일본,스위스,2013.11,-0.6982532518267538,2,0.6982532518267538
7,합판,4412,중국,스웨덴,2013.11,-0.6982532518267538,0,0.6982532518267538
9,OPP필름,392020,인도네시아,슬로베니아,2013.12,-0.6982532518267538,0,0.6982532518267538
14,합판(신규공급자조사),4412,중국,노르웨이,2014.02,-0.6982532518267538,3,0.6982532518267538
15,합판(신규공급자조사),4412,중국,노르웨이,2014.02,-0.6982532518267538,3,0.6982532518267538
16,합판(신규공급자조사),4412,중국,노르웨이,2014.02,-0.6982532518267538,3,0.6982532518267538
37,스테인리스스틸바,7222,일본,아일랜드,2021.01,-0.6982532518267538,0,0.6982532518267538
44,이음매없는동관,7411,중국,슬로베니아,2023.03,-0.6982532518267538,1,0.6982532518267538
48,도공(coated) 인쇄용지,4810,일본,덴마크,2024.03,-0.6982532518267538,3,0.6982532518267538
54,OPP필름,392020,태국,프랑스,2025.04,-0.6982532518267538,3,0.6982532518267538
10,합판(1차재심),4412,말레이시아,인도,2014.09,-0.6957252427829382,2,0.6957252427829382
48,도공(coated) 인쇄용지,4810,핀란드,이스라엘,2024.03,-0.6957252427829382,2,0.6957252427829382
48,도공(coated) 인쇄용지,4810,핀란드,프랑스,2024.03,-0.6957252427829382,2,0.6957252427829382
51,합판,4412,말레이시아,벨기에,2024.07,-0.6957252427829382,3,0.6957252427829382
6,스테인레스스틸바(2차재심),7222,스페인,포루투갈,2013.11,-0.6957252427829381,1,0.6957252427829381
5,염화콜린(2차재심),292310,인도,스페인,2013.08,-0.6878359394287946,1,0.6878359394287946
20,침엽수 합판,441232,중국,영국,2016.03,-0.6831300510639732,2,0.6831300510639732
25,페로실리코망간,720230,베트남,노르웨이,2017.11,-0.6789347398332045,3,0.6789347398332045
0,초산에틸(1차재심),291531,일본,스웨덴,2012.03,-0.6761234037828133,0,0.6761234037828133
2,크라프트지(1차재심),4804,미국,홍콩,2012.04,-0.6761234037828133,0,0.6761234037828133
9,OPP필름,392020,인도네시아,네덜란드,2013.12,-0.6761234037828133,2,0.6761234037828133
9,OPP필름,392020,인도네시아,스페인,2013.12,-0.6761234037828133,0,0.6761234037828133
9,OPP필름,392020,태국,호주,2013.12,-0.6761234037828133,2,0.6761234037828133
12,플로트판유리(2차재심),7005,중국,스페인,2015.01,-0.6761234037828133,1,0.6761234037828133
19,PET필름(2차재심),392062,인도,이스라엘,2016.01,-0.6761234037828133,0,0.6761234037828133
19,PET필름(2차재심),392062,인도,필리핀,2016.01,-0.6761234037828133,3,0.6761234037828133
26,PET필름,392062,대만,네덜란드,2018.04,-0.6761234037828133,3,0.6761234037828133
26,PET필름,392062,태국,스위스,2018.04,-0.6761234037828133,3,0.6761234037828133
26,PET필름,392062,태국,이집트,2018.04,-0.6761234037828133,1,0.6761234037828133
26,PET필름,392062,태국,튀르키예,2018.04,-0.6761234037828133,1,0.6761234037828133
26,PET필름,392062,태국,필리핀,2018.04,-0.6761234037828133,2,0.6761234037828133
29,초산에틸(3차재심),291531,중국,사우디아라비아,2019.07,-0.6761234037828133,1,0.6761234037828133
33,스테인리스 스틸바,7222,일본,싱가포르,2020.05,-0.6761234037828133,1,0.6761234037828133
37,스테인리스스틸바,7222,일본,남아프리카공화국,2021.01,-0.6761234037828133,0,0.6761234037828133
37,스테인리스스틸바,7222,일본,슬로바키아,2021.01,-0.6761234037828133,2,0.6761234037828133
38,인쇄제판용 평면모양 사진 플레이트(옵셋 인쇄판),370130,중국,브라질,2021.05,-0.6761234037828133,1,0.6761234037828133
39,PET필름,392062,대만,네덜란드,2021.12,-0.6761234037828133,1,0.6761234037828133
39,PET필름,392062,태국,네덜란드,2021.12,-0.6761234037828133,1,0.6761234037828133
47,페로실리코망간,720230,베트남,중국,2023.07,-0.6761234037828133,3,0.6761234037828133
47,페로실리코망간,720230,인도,중국,2023.07,-0.6761234037828133,3,0.6761234037828133
48,도공(coated) 인쇄용지,4810,일본,멕시코,2024.03,-0.6761234037828133,2,0.6761234037828133
52,합판,4412,베트남,프랑스,2024.07,-0.6761234037828133,2,0.6761234037828133
54,OPP필름,392020,중국,대만,2025.04,-0.6761234037828133,3,0.6761234037828133
54,OPP필름,392020,중국,핀란드,2025.04,-0.6761234037828133,0,0.6761234037828133
59,탄소강과 그밖의 합금강 열간압연 후판제품,7208,중국,핀란드,2025.11,-0.6761234037828133,0,0.6761234037828133
4,알루미늄 보틀캔,761290,일본,스웨덴,2013.01,-0.6667366910003157,0,0.6667366910003157
11,두꺼운 PET필름,392062,일본,싱가포르,2014.12,-0.6667366910003157,0,0.6667366910003157
13,공기압 전송용 밸브,848120,일본,홍콩,2015.08,-0.6667366910003157,1,0.6667366910003157
26,PET필름,392062,대만,이탈리아,2018.04,-0.6667366910003157,2,0.6667366910003157
48,도공(coated) 인쇄용지,4810,중국,이스라엘,2024.03,-0.6667366910003157,0,0.6667366910003157
53,PET수지,390761,중국,영국,2024.11,-0.6667366910003157,2,0.6667366910003157
21,부틸글리콜에테르,290943,미국,벨기에,2016.12,-0.6642111641550715,1,0.6642111641550715
21,부틸글리콜에테르,290943,미국,이탈리아,2016.12,-0.6642111641550715,2,0.6642111641550715
1,PET필름(1차재심),392062,중국,태국,2012.05,-0.6571428571428573,1,0.6571428571428573
2,크라프트지(1차재심),4804,미국,러시아 연방,2012.04,-0.6571428571428573,1,0.6571428571428573
2,크라프트지(1차재심),4804,중국,뉴질랜드,2012.04,-0.6571428571428573,2,0.6571428571428573
2,크라프트지(1차재심),4804,캐나다,스웨덴,2012.04,-0.6571428571428573,3,0.6571428571428573
2,크라프트지(1차재심),4804,캐나다,태국,2012.04,-0.6571428571428573,1,0.6571428571428573
2,크라프트지(1차재심),4804,캐나다,프랑스,2012.04,-0.6571428571428573,1,0.6571428571428573
7,합판,4412,중국,말레이시아,2013.11,-0.6571428571428573,2,0.6571428571428573
10,합판(1차재심),4412,말레이시아,미국,2014.09,-0.6571428571428573,2,0.6571428571428573
12,플로트판유리(2차재심),7005,중국,아랍에미리트 연합,2015.01,-0.6571428571428573,1,0.6571428571428573
13,공기압 전송용 밸브,848120,일본,헝가리,2015.08,-0.6571428571428573,1,0.6571428571428573
14,합판(신규공급자조사),4412,중국,독일,2014.02,-0.6571428571428573,1,0.6571428571428573
15,합판(신규공급자조사),4412,중국,독일,2014.02,-0.6571428571428573,1,0.6571428571428573
16,합판(신규공급자조사),4412,중국,독일,2014.02,-0.6571428571428573,1,0.6571428571428573
17,초산에틸(2차재심),291531,중국,스웨덴,2015.11,-0.6571428571428573,3,0.6571428571428573
19,PET필름(2차재심),392062,인도,인도네시아,2016.01,-0.6571428571428573,3,0.6571428571428573
19,PET필름(2차재심),392062,중국,싱가포르,2016.01,-0.6571428571428573,0,0.6571428571428573
28,플로트판유리(3차재심),7005,중국,말레이시아,2018.08,-0.6571428571428573,2,0.6571428571428573
28,플로트판유리(3차재심),7005,중국,태국,2018.08,-0.6571428571428573,3,0.6571428571428573
29,초산에틸(3차재심),291531,중국,미국,2019.07,-0.6571428571428573,2,0.6571428571428573
31,OPP필름(1차재심),392020,인도네시아,대만,2019.08,-0.6571428571428573,2,0.6571428571428573
31,OPP필름(1차재심),392020,태국,오스트리아,2019.08,-0.6571428571428573,3,0.6571428571428573
32,PET필름(3차재심),392062,인도,영국,2019.09,-0.6571428571428573,2,0.6571428571428573
34,합판,4412,말레이시아,대만,2020.11,-0.6571428571428573,1,0.6571428571428573
34,합판,4412,말레이시아,루마니아,2020.11,-0.6571428571428573,1,0.6571428571428573
35,합판,4412,중국,인도네시아,2020.11,-0.6571428571428573,1,0.6571428571428573
36,합판,4412,베트남,스페인,2020.11,-0.6571428571428573,3,0.6571428571428573
37,스테인리스스틸바,7222,스페인,스위스,2021.01,-0.6571428571428573,1,0.6571428571428573
37,스테인리스스틸바,7222,인도,영국,2021.01,-0.6571428571428573,3,0.6571428571428573
38,인쇄제판용 평면모양 사진 플레이트(옵셋 인쇄판),370130,중국,대만,2021.05,-0.6571428571428573,1,0.6571428571428573
40,플로트판유리,7005,중국,일본,2022.04,-0.6571428571428573,3,0.6571428571428573
40,플로트판유리,7005,중국,프랑스,2022.04,-0.6571428571428573,2,0.6571428571428573
42,부틸글리콜에테르,290943,미국,독일,2022.07,-0.6571428571428573,3,0.6571428571428573
44,이음매없는동관,7411,베트남,일본,2023.03,-0.6571428571428573,3,0.6571428571428573
44,이음매없는동관,7411,중국,튀니지,2023.03,-0.6571428571428573,2,0.6571428571428573
47,페로실리코망간,720230,인도,말레이시아,2023.07,-0.6571428571428573,1,0.6571428571428573
48,도공(coated) 인쇄용지,4810,중국,오스트리아,2024.03,-0.6571428571428573,1,0.6571428571428573
51,합판,4412,말레이시아,러시아 연방,2024.07,-0.6571428571428573,3,0.6571428571428573
54,OPP필름,392020,중국,불가리아,2025.04,-0.6571428571428573,0,0.6571428571428573
54,OPP필름,392020,태국,말레이시아,2025.04,-0.6571428571428573,3,0.6571428571428573
55,스테인리스강 냉간압연제품,7220,베트남,이탈리아,2025.07,-0.6571428571428573,3,0.6571428571428573
0,초산에틸(1차재심),291531,중국,이탈리아,2012.03,-0.6546536707079772,2,0.6546536707079772
1,PET필름(1차재심),392062,인도,베트남,2012.05,-0.6546536707079772,3,0.6546536707079772
1,PET필름(1차재심),392062,인도,필리핀,2012.05,-0.6546536707079772,2,0.6546536707079772
1,PET필름(1차재심),392062,중국,베트남,2012.05,-0.6546536707079772,3,0.6546536707079772
1,PET필름(1차재심),392062,중국,필리핀,2012.05,-0.6546536707079772,2,0.6546536707079772
2,크라프트지(1차재심),4804,미국,덴마크,2012.04,-0.6546536707079772,0,0.6546536707079772
2,크라프트지(1차재심),4804,미국,말레이시아,2012.04,-0.6546536707079772,3,0.6546536707079772
2,크라프트지(1차재심),4804,미국,베트남,2012.04,-0.6546536707079772,2,0.6546536707079772
2,크라프트지(1차재심),4804,미국,벨기에,2012.04,-0.6546536707079772,0,0.6546536707079772
2,크라프트지(1차재심),4804,미국,브라질,2012.04,-0.6546536707079772,2,0.6546536707079772
2,크라프트지(1차재심),4804,미국,스페인,2012.04,-0.6546536707079772,1,0.6546536707079772
2,크라프트지(1차재심),4804,미국,우크라이나,2012.04,-0.6546536707079772,3,0.6546536707079772
2,크라프트지(1차재심),4804,중국,벨기에,2012.04,-0.6546536707079772,3,0.6546536707079772
2,크라프트지(1차재심),4804,중국,스위스,2012.04,-0.6546536707079772,0,0.6546536707079772
2,크라프트지(1차재심),4804,중국,싱가포르,2012.04,-0.6546536707079772,0,0.6546536707079772
2,크라프트지(1차재심),4804,중국,튀르키예,2012.04,-0.6546536707079772,2,0.6546536707079772
2,크라프트지(1차재심),4804,캐나다,스위스,2012.04,-0.6546536707079772,1,0.6546536707079772
2,크라프트지(1차재심),4804,캐나다,싱가포르,2012.04,-0.6546536707079772,1,0.6546536707079772
2,크라프트지(1차재심),4804,캐나다,우크라이나,2012.04,-0.6546536707079772,0,0.6546536707079772
2,크라프트지(1차재심),4804,캐나다,튀르키예,2012.04,-0.6546536707079772,3,0.6546536707079772
4,알루미늄 보틀캔,761290,일본,노르웨이,2013.01,-0.6546536707079772,0,0.6546536707079772
4,알루미늄 보틀캔,761290,일본,뉴질랜드,2013.01,-0.6546536707079772,1,0.6546536707079772
4,알루미늄 보틀캔,761290,일본,튀르키예,2013.01,-0.6546536707079772,0,0.6546536707079772
4,알루미늄 보틀캔,761290,일본,폴란드,2013.01,-0.6546536707079772,0,0.6546536707079772
4,알루미늄 보틀캔,761290,일본,헝가리,2013.01,-0.6546536707079772,3,0.6546536707079772
4,알루미늄 보틀캔,761290,일본,호주,2013.01,-0.6546536707079772,1,0.6546536707079772
5,염화콜린(2차재심),292310,중국,러시아 연방,2013.08,-0.6546536707079772,1,0.6546536707079772
6,스테인레스스틸바(2차재심),7222,인도,말레이시아,2013.11,-0.6546536707079772,0,0.6546536707079772
6,스테인레스스틸바(2차재심),7222,인도,캐나다,2013.11,-0.6546536707079772,1,0.6546536707079772
6,스테인레스스틸바(2차재심),7222,인도,파키스탄,2013.11,-0.6546536707079772,2,0.6546536707079772
6,스테인레스스틸바(2차재심),7222,일본,말레이시아,2013.11,-0.6546536707079772,1,0.6546536707079772
6,스테인레스스틸바(2차재심),7222,일본,체코공화국,2013.11,-0.6546536707079772,0,0.6546536707079772
6,스테인레스스틸바(2차재심),7222,일본,파키스탄,2013.11,-0.6546536707079772,3,0.6546536707079772
7,합판,4412,중국,가나,2013.11,-0.6546536707079772,2,0.6546536707079772
7,합판,4412,중국,노르웨이,2013.11,-0.6546536707079772,0,0.6546536707079772
7,합판,4412,중국,스페인,2013.11,-0.6546536707079772,3,0.6546536707079772
7,합판,4412,중국,싱가포르,2013.11,-0.6546536707079772,2,0.6546536707079772
7,합판,4412,중국,아랍에미리트 연합,2013.11,-0.6546536707079772,3,0.6546536707079772
7,합판,4412,중국,칠레,2013.11,-0.6546536707079772,0,0.6546536707079772
7,합판,4412,중국,캐나다,2013.11,-0.6546536707079772,2,0.6546536707079772
7,합판,4412,중국,콩고,2013.11,-0.6546536707079772,2,0.6546536707079772
7,합판,4412,중국,폴란드,2013.11,-0.6546536707079772,2,0.6546536707079772
7,합판,4412,중국,호주,2013.11,-0.6546536707079772,3,0.6546536707079772
8,폴리에스테르 장섬유 연신가공사(2차재심),5402,대만,브라질,2013.12,-0.6546536707079772,0,0.6546536707079772
8,폴리에스테르 장섬유 연신가공사(2차재심),5402,대만,콜롬비아,2013.12,-0.6546536707079772,2,0.6546536707079772
8,폴리에스테르 장섬유 연신가공사(2차재심),5402,말레이시아,브라질,2013.12,-0.6546536707079772,0,0.6546536707079772
8,폴리에스테르 장섬유 연신가공사(2차재심),5402,말레이시아,콜롬비아,2013.12,-0.6546536707079772,2,0.6546536707079772
8,폴리에스테르 장섬유 연신가공사(2차재심),5402,중국,도미니카 공화국,2013.12,-0.6546536707079772,0,0.6546536707079772
8,폴리에스테르 장섬유 연신가공사(2차재심),5402,중국,벨라루스,2013.12,-0.6546536707079772,3,0.6546536707079772
8,폴리에스테르 장섬유 연신가공사(2차재심),5402,중국,브라질,2013.12,-0.6546536707079772,1,0.6546536707079772
8,폴리에스테르 장섬유 연신가공사(2차재심),5402,중국,스리랑카,2013.12,-0.6546536707079772,0,0.6546536707079772
8,폴리에스테르 장섬유 연신가공사(2차재심),5402,중국,아랍에미리트 연합,2013.12,-0.6546536707079772,0,0.6546536707079772
8,폴리에스테르 장섬유 연신가공사(2차재심),5402,중국,콜롬비아,2013.12,-0.6546536707079772,3,0.6546536707079772
9,OPP필름,392020,인도네시아,러시아 연방,2013.12,-0.6546536707079772,2,0.6546536707079772
9,OPP필름,392020,인도네시아,체코공화국,2013.12,-0.6546536707079772,3,0.6546536707079772
9,OPP필름,392020,중국,스페인,2013.12,-0.6546536707079772,3,0.6546536707079772
9,OPP필름,392020,중국,슬로베니아,2013.12,-0.6546536707079772,3,0.6546536707079772
9,OPP필름,392020,태국,스페인,2013.12,-0.6546536707079772,3,0.6546536707079772
9,OPP필름,392020,태국,슬로베니아,2013.12,-0.6546536707079772,3,0.6546536707079772
10,합판(1차재심),4412,말레이시아,덴마크,2014.09,-0.6546536707079772,3,0.6546536707079772
10,합판(1차재심),4412,말레이시아,브라질,2014.09,-0.6546536707079772,2,0.6546536707079772
10,합판(1차재심),4412,말레이시아,포루투갈,2014.09,-0.6546536707079772,1,0.6546536707079772
10,합판(1차재심),4412,말레이시아,필리핀,2014.09,-0.6546536707079772,2,0.6546536707079772
11,두꺼운 PET필름,392062,일본,루마니아,2014.12,-0.6546536707079772,3,0.6546536707079772
11,두꺼운 PET필름,392062,일본,멕시코,2014.12,-0.6546536707079772,1,0.6546536707079772
11,두꺼운 PET필름,392062,일본,바레인,2014.12,-0.6546536707079772,0,0.6546536707079772
11,두꺼운 PET필름,392062,일본,스웨덴,2014.12,-0.6546536707079772,1,0.6546536707079772
11,두꺼운 PET필름,392062,일본,튀르키예,2014.12,-0.6546536707079772,0,0.6546536707079772
11,두꺼운 PET필름,392062,일본,프랑스,2014.12,-0.6546536707079772,2,0.6546536707079772
12,플로트판유리(2차재심),7005,중국,라트비아,2015.01,-0.6546536707079772,1,0.6546536707079772
12,플로트판유리(2차재심),7005,중국,러시아 연방,2015.01,-0.6546536707079772,1,0.6546536707079772
12,플로트판유리(2차재심),7005,중국,룩셈부르그,2015.01,-0.6546536707079772,1,0.6546536707079772
12,플로트판유리(2차재심),7005,중국,말레이시아,2015.01,-0.6546536707079772,3,0.6546536707079772
12,플로트판유리(2차재심),7005,중국,벨기에,2015.01,-0.6546536707079772,2,0.6546536707079772
12,플로트판유리(2차재심),7005,중국,싱가포르,2015.01,-0.6546536707079772,0,0.6546536707079772
12,플로트판유리(2차재심),7005,중국,영국,2015.01,-0.6546536707079772,2,0.6546536707079772
12,플로트판유리(2차재심),7005,중국,이탈리아,2015.01,-0.6546536707079772,3,0.6546536707079772
13,공기압 전송용 밸브,848120,일본,기타국,2015.08,-0.6546536707079772,1,0.6546536707079772
13,공기압 전송용 밸브,848120,일본,베트남,2015.08,-0.6546536707079772,1,0.6546536707079772
13,공기압 전송용 밸브,848120,일본,인도네시아,2015.08,-0.6546536707079772,1,0.6546536707079772
13,공기압 전송용 밸브,848120,일본,크로아티아,2015.08,-0.6546536707079772,1,0.6546536707079772
14,합판(신규공급자조사),4412,중국,가나,2014.02,-0.6546536707079772,0,0.6546536707079772
14,합판(신규공급자조사),4412,중국,스페인,2014.02,-0.6546536707079772,1,0.6546536707079772
14,합판(신규공급자조사),4412,중국,싱가포르,2014.02,-0.6546536707079772,0,0.6546536707079772
14,합판(신규공급자조사),4412,중국,아랍에미리트 연합,2014.02,-0.6546536707079772,1,0.6546536707079772
14,합판(신규공급자조사),4412,중국,체코공화국,2014.02,-0.6546536707079772,2,0.6546536707079772
14,합판(신규공급자조사),4412,중국,캐나다,2014.02,-0.6546536707079772,0,0.6546536707079772
14,합판(신규공급자조사),4412,중국,코스타리카,2014.02,-0.6546536707079772,3,0.6546536707079772
14,합판(신규공급자조사),4412,중국,콩고,2014.02,-0.6546536707079772,0,0.6546536707079772
14,합판(신규공급자조사),4412,중국,폴란드,2014.02,-0.6546536707079772,0,0.6546536707079772
14,합판(신규공급자조사),4412,중국,호주,2014.02,-0.6546536707079772,1,0.6546536707079772
15,합판(신규공급자조사),4412,중국,가나,2014.02,-0.6546536707079772,0,0.6546536707079772
15,합판(신규공급자조사),4412,중국,스페인,2014.02,-0.6546536707079772,1,0.6546536707079772
15,합판(신규공급자조사),4412,중국,싱가포르,2014.02,-0.6546536707079772,0,0.6546536707079772
15,합판(신규공급자조사),4412,중국,아랍에미리트 연합,2014.02,-0.6546536707079772,1,0.6546536707079772
15,합판(신규공급자조사),4412,중국,체코공화국,2014.02,-0.6546536707079772,2,0.6546536707079772
15,합판(신규공급자조사),4412,중국,캐나다,2014.02,-0.6546536707079772,0,0.6546536707079772
15,합판(신규공급자조사),4412,중국,코스타리카,2014.02,-0.6546536707079772,3,0.6546536707079772
15,합판(신규공급자조사),4412,중국,콩고,2014.02,-0.6546536707079772,0,0.6546536707079772
15,합판(신규공급자조사),4412,중국,폴란드,2014.02,-0.6546536707079772,0,0.6546536707079772
15,합판(신규공급자조사),4412,중국,호주,2014.02,-0.6546536707079772,1,0.6546536707079772
16,합판(신규공급자조사),4412,중국,가나,2014.02,-0.6546536707079772,0,0.6546536707079772
16,합판(신규공급자조사),4412,중국,스페인,2014.02,-0.6546536707079772,1,0.6546536707079772
16,합판(신규공급자조사),4412,중국,싱가포르,2014.02,-0.6546536707079772,0,0.6546536707079772
16,합판(신규공급자조사),4412,중국,아랍에미리트 연합,2014.02,-0.6546536707079772,1,0.6546536707079772
16,합판(신규공급자조사),4412,중국,체코공화국,2014.02,-0.6546536707079772,2,0.6546536707079772
16,합판(신규공급자조사),4412,중국,캐나다,2014.02,-0.6546536707079772,0,0.6546536707079772
16,합판(신규공급자조사),4412,중국,코스타리카,2014.02,-0.6546536707079772,3,0.6546536707079772
16,합판(신규공급자조사),4412,중국,콩고,2014.02,-0.6546536707079772,0,0.6546536707079772
16,합판(신규공급자조사),4412,중국,폴란드,2014.02,-0.6546536707079772,0,0.6546536707079772
16,합판(신규공급자조사),4412,중국,호주,2014.02,-0.6546536707079772,1,0.6546536707079772
17,초산에틸(2차재심),291531,일본,사우디아라비아,2015.11,-0.6546536707079772,2,0.6546536707079772
17,초산에틸(2차재심),291531,중국,프랑스,2015.11,-0.6546536707079772,2,0.6546536707079772
19,PET필름(2차재심),392062,인도,스위스,2016.01,-0.6546536707079772,0,0.6546536707079772
19,PET필름(2차재심),392062,인도,아일랜드,2016.01,-0.6546536707079772,1,0.6546536707079772
19,PET필름(2차재심),392062,중국,네덜란드,2016.01,-0.6546536707079772,1,0.6546536707079772
19,PET필름(2차재심),392062,중국,아일랜드,2016.01,-0.6546536707079772,0,0.6546536707079772
19,PET필름(2차재심),392062,중국,우루과이,2016.01,-0.6546536707079772,3,0.6546536707079772
20,침엽수 합판,441232,중국,미얀마,2016.03,-0.6546536707079772,0,0.6546536707079772
20,침엽수 합판,441232,중국,슬로베니아,2016.03,-0.6546536707079772,1,0.6546536707079772
20,침엽수 합판,441232,중국,프랑스,2016.03,-0.6546536707079772,3,0.6546536707079772
21,부틸글리콜에테르,290943,프랑스,독일,2016.12,-0.6546536707079772,3,0.6546536707079772
21,부틸글리콜에테르,290943,프랑스,일본,2016.12,-0.6546536707079772,3,0.6546536707079772
22,합판(2차재심),4412,말레이시아,가나,2017.05,-0.6546536707079772,2,0.6546536707079772
22,합판(2차재심),4412,말레이시아,가봉,2017.05,-0.6546536707079772,3,0.6546536707079772
22,합판(2차재심),4412,말레이시아,오스트리아,2017.05,-0.6546536707079772,3,0.6546536707079772
22,합판(2차재심),4412,말레이시아,인도,2017.05,-0.6546536707079772,3,0.6546536707079772
22,합판(2차재심),4412,말레이시아,프랑스,2017.05,-0.6546536707079772,1,0.6546536707079772
22,합판(2차재심),4412,말레이시아,홍콩,2017.05,-0.6546536707079772,3,0.6546536707079772
23,합판(1차재심),4412,중국,가나,2017.05,-0.6546536707079772,2,0.6546536707079772
23,합판(1차재심),4412,중국,가봉,2017.05,-0.6546536707079772,3,0.6546536707079772
23,합판(1차재심),4412,중국,오스트리아,2017.05,-0.6546536707079772,3,0.6546536707079772
23,합판(1차재심),4412,중국,인도,2017.05,-0.6546536707079772,3,0.6546536707079772
23,합판(1차재심),4412,중국,프랑스,2017.05,-0.6546536707079772,1,0.6546536707079772
23,합판(1차재심),4412,중국,홍콩,2017.05,-0.6546536707079772,3,0.6546536707079772
