사건번호,국가,품목,hs_code,년월,수입량,수입총달러,단가,관세부과범위,부과시작일,부과종료일,규제국목록,규제국여부
1,독일,PET필름(1차재심),392062,2013.01,6091.0,48208.0,7.914628139878509,5.87~25.32,2012-05-25,2015-05-24,"중국,인도",False
1,독일,PET필름(1차재심),392062,2013.02,0.0,0.0,,5.87~25.32,2012-05-25,2015-05-24,"중국,인도",False
1,독일,PET필름(1차재심),392062,2013.03,14052.0,78187.0,5.564118986621121,5.87~25.32,2012-05-25,2015-05-24,"중국,인도",False
1,독일,PET필름(1차재심),392062,2013.04,907.0,32477.0,35.80705622932745,5.87~25.32,2012-05-25,2015-05-24,"중국,인도",False
1,룩셈부르그,PET필름(1차재심),392062,2012.05,4737.0,167373.0,35.333122229259025,5.87~25.32,2012-05-25,2015-05-24,"중국,인도",False
1,룩셈부르그,PET필름(1차재심),392062,2012.06,1229.0,39777.0,32.3653376729048,5.87~25.32,2012-05-25,2015-05-24,"중국,인도",False
1,룩셈부르그,PET필름(1차재심),392062,2012.07,1231.0,39849.0,32.371242891957756,5.87~25.32,2012-05-25,2015-05-24,"중국,인도",False
1,룩셈부르그,PET필름(1차재심),392062,2012.08,1847.0,71990.0,38.97671900378993,5.87~25.32,2012-05-25,2015-05-24,"중국,인도",False
1,룩셈부르그,PET필름(1차재심),392062,2012.09,2624.0,82719.0,31.524009146341463,5.87~25.32,2012-05-25,2015-05-24,"중국,인도",False
1,룩셈부르그,PET필름(1차재심),392062,2012.10,0.0,0.0,,5.87~25.32,2012-05-25,2015-05-24,"중국,인도",False
1,룩셈부르그,PET필름(1차재심),392062,2012.11,1091.0,18477.0,16.935838680109992,5.87~25.32,2012-05-25,2015-05-24,"중국,인도",False
1,룩셈부르그,PET필름(1차재심),392062,2012.12,329.0,8126.0,24.699088145896656,5.87~25.32,2012-05-25,2015-05-24,"중국,인도",False
1,룩셈부르그,PET필름(1차재심),392062,2013.01,3.0,289.0,96.33333333333333,5.87~25.32,2012-05-25,2015-05-24,"중국,인도",False
1,룩셈부르그,PET필름(1차재심),392062,2013.02,1024.0,14236.0,13.90234375,5.87~25.32,2012-05-25,2015-05-24,"중국,인도",False
1,룩셈부르그,PET필름(1차재심),392062,2013.03,5096.0,48235.0,9.465266875981161,5.87~25.32,2012-05-25,2015-05-24,"중국,인도",False
1,룩셈부르그,PET필름(1차재심),392062,2013.04,0.0,0.0,,5.87~25.32,2012-05-25,2015-05-24,"중국,인도",False
1,말레이시아,PET필름(1차재심),392062,2012.05,9.0,257.0,28.555555555555557,5.87~25.32,2012-05-25,2015-05-24,"중국,인도",False
1,말레이시아,PET필름(1차재심),392062,2012.06,0.0,0.0,,5.87~25.32,2012-05-25,2015-05-24,"중국,인도",False
